uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,startDate,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticSampleCondition,geneticSamplePrepMethod,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticArchiveSamplePrepMethod,geneticArchiveContainer,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF
"28191e85-36f3-4667-b754-eb3aefb8cc23","D18","BARR","BARR_054","BARR_054.basePlot.bgc","tower","sedgeHerbaceous",,8.0,3.5,"WGS84",71.280858,-156.636941,20.0,6.0,0.01,"NEON.DOC.014048vJ","2017-08-07T20:03Z","2017-08-07T20:03Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_054-O-8-3.5-20170807",,,"O","other",5.3,2.9,0.0,29.0,"obstruction","brownie cutter",1,"BARR_054-O-8-3.5-20170807-GEN",,"OK",,"BARR_054-O-8-3.5-20170807-GA1",,"BARR_054-O-8-3.5-20170807-GA2",,"BARR_054-O-8-3.5-20170807-GA3",,,,,,,,,,,"Hit end of active layer very rooty","jmarkcurtis@battelleecology.org","alaskaDeprecatedMethod"
"ae8491e3-dbcf-4b68-af3c-01ecbce4d82e","D18","BARR","BARR_054","BARR_054.basePlot.bgc","tower","sedgeHerbaceous",,25.5,8.0,"WGS84",71.280858,-156.636941,20.0,6.0,0.01,"NEON.DOC.014048vJ","2017-08-07T20:41Z","2017-08-07T20:41Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_054-O-25.5-8-20170807",,,"O","other",2.1,5.8,0.0,5.1,,"brownie cutter",2,"BARR_054-O-25.5-8-20170807-GEN",,"OK",,"BARR_054-O-25.5-8-20170807-GA1",,"BARR_054-O-25.5-8-20170807-GA2",,"BARR_054-O-25.5-8-20170807-GA3",,,,,,,,,,,,"jmarkcurtis@battelleecology.org","alaskaDeprecatedMethod"
"b1649b73-d016-4804-965e-7a4cb0b30c66","D18","BARR","BARR_054","BARR_054.basePlot.bgc","tower","sedgeHerbaceous",,2.5,27.0,"WGS84",71.280858,-156.636941,20.0,6.0,0.01,"NEON.DOC.004130vA","2017-08-07T21:21Z","2017-08-07T21:21Z","peakGreenness",,,7.0,"No","microbes",,,,"BARR_054-O-2.5-27-20170807",,,"O","other",2.1,0.0,0.0,28.8,"obstruction","brownie cutter",4,"BARR_054-O-2.5-27-20170807-GEN",,"OK",,"BARR_054-O-2.5-27-20170807-GA1",,"BARR_054-O-2.5-27-20170807-GA2",,"BARR_054-O-2.5-27-20170807-GA3",,,,,,,,,,,"Core taken in standing water could not determine litter depth if any soil very compacted high root volume wet sedge meadow","jmarkcurtis@battelleecology.org","alaskaDeprecatedMethod"
"fde452c0-173b-46a3-8050-19c86640cc44","D18","BARR","BARR_003","BARR_003.basePlot.bgc","distributed","emergentHerbaceousWetlands",,34.5,36.0,"WGS84",71.258668,-156.648849,20.0,6.5,0.02,"NEON.DOC.004130vA","2017-08-07T23:50Z","2017-08-07T23:50Z","peakGreenness",,,25.0,"No","microbes",,,,"BARR_003-O-34.5-36-20170807",,,"O","other",,15.0,0.0,3.0,"obstruction","corer",2,"BARR_003-O-34.5-36-20170807-GEN",,"OK",,"BARR_003-O-34.5-36-20170807-GA1",,"BARR_003-O-34.5-36-20170807-GA2",,"BARR_003-O-34.5-36-20170807-GA3",,,,,,,,,,,"Wet sedge meadow core consisted almost entirely of litter and very thin organic to mineral transition stopped by end of active layer","sfrost@battelleecology.org","alaskaDeprecatedMethod"
"7ca16a18-c659-48a9-91c5-d623d5276091","D18","BARR","BARR_006","BARR_006.basePlot.bgc","distributed","sedgeHerbaceous",,11.5,38.0,"WGS84",71.258067,-156.602012,20.0,7.9,0.03,"NEON.DOC.004130vA","2017-08-07T23:51Z","2017-08-07T23:51Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_006-O-11.5-38-20170807",,,"O","other",2.5,4.2,0.0,14.5,"entire","brownie cutter",1,"BARR_006-O-11.5-38-20170807-GEN",,"OK",,"BARR_006-O-11.5-38-20170807-GA1",,"BARR_006-O-11.5-38-20170807-GA2",,"BARR_006-O-11.5-38-20170807-GA3",,,,,,,,,,,,"avazquez@battelleecology.org","alaskaDeprecatedMethod"
"d520563e-dbbc-474c-8f75-423e58e66844","D18","BARR","BARR_003","BARR_003.basePlot.bgc","distributed","emergentHerbaceousWetlands",,8.0,14.0,"WGS84",71.258668,-156.648849,20.0,6.5,0.02,"NEON.DOC.004130vA","2017-08-08T00:20Z","2017-08-08T00:20Z","peakGreenness",,,15.0,"No","microbes",,,,"BARR_003-O-8-14-20170807",,,"O","other",,22.0,0.0,0.0,"obstruction","corer",2,"BARR_003-O-8-14-20170807-GEN",,"OK",,"BARR_003-O-8-14-20170807-GA1",,"BARR_003-O-8-14-20170807-GA2",,"BARR_003-O-8-14-20170807-GA3",,,,,,,,,,,"Cored to end of active layer entire core seemed like litter but did collect","sfrost@battelleecology.org","alaskaDeprecatedMethod"
"17b8fb91-f3e1-4963-9e6f-082b4b7a6633","D18","BARR","BARR_006","BARR_006.basePlot.bgc","distributed","sedgeHerbaceous",,32.5,32.0,"WGS84",71.258067,-156.602012,20.0,7.9,0.03,"NEON.DOC.004130vA","2017-08-08T00:33Z","2017-08-08T00:33Z","peakGreenness",,,17.0,"No","microbes",,,,"BARR_006-O-32.5-32-20170807",,,"O","other",,0.0,0.0,32.0,"maximum","brownie cutter",1,"BARR_006-O-32.5-32-20170807-GEN",,,,"BARR_006-O-32.5-32-20170807-GA1",,"BARR_006-O-32.5-32-20170807-GA2",,"BARR_006-O-32.5-32-20170807-GA3",,,,,,,,,,,"Difficult to measure layer due to water","avazquez@battelleecology.org","alaskaDeprecatedMethod"
"79b8f839-aa17-4ced-8856-b42c432fbb34","D18","BARR","BARR_003","BARR_003.basePlot.bgc","distributed","emergentHerbaceousWetlands",,3.0,30.5,"WGS84",71.258668,-156.648849,20.0,6.5,0.02,"NEON.DOC.004130vA","2017-08-08T01:05Z","2017-08-08T01:05Z","peakGreenness",,,10.0,"No","microbes",,,,"BARR_003-O-3-30.5-20170807",,,"O","other",,17.0,0.0,1.0,"obstruction","corer",4,"BARR_003-O-3-30.5-20170807-GEN",,"OK",,"BARR_003-O-3-30.5-20170807-GA1",,"BARR_003-O-3-30.5-20170807-GA2",,"BARR_003-O-3-30.5-20170807-GA3",,,,,,,,,,,,"sfrost@battelleecology.org","alaskaDeprecatedMethod"
"599a44a2-7ea2-4706-86a3-bad3a46d82b6","D18","BARR","BARR_006","BARR_006.basePlot.bgc","distributed","sedgeHerbaceous",,1.0,2.0,"WGS84",71.258067,-156.602012,20.0,7.9,0.03,"NEON.DOC.004130vA","2017-08-08T01:16Z","2017-08-08T01:16Z","peakGreenness",,,15.0,"No","microbes",,,,"BARR_006-O-1-2-20170807",,,"O","other",,0.0,0.0,31.0,"maximum","corer",5,"BARR_006-O-1-2-20170807-GEN",,"OK",,"BARR_006-O-1-2-20170807-GA1",,"BARR_006-O-1-2-20170807-GA2",,"BARR_006-O-1-2-20170807-GA3",,,,,,,,,,,,"avazquez@battelleecology.org","alaskaDeprecatedMethod"
"5ce1cdab-4271-4543-8ea4-d45a9dbd83fc","D18","BARR","BARR_053","BARR_053.basePlot.bgc","tower","emergentHerbaceousWetlands",,2.5,11.0,"WGS84",71.285301,-156.605382,20.0,5.5,0.02,"NEON.DOC.014048vJ","2017-08-08T18:07Z","2017-08-08T18:07Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_053-O-2.5-11-20170808",,,"O","other",3.0,4.5,0.0,6.5,"entire","brownie cutter",2,"BARR_053-O-2.5-11-20170808-GEN",,"OK",,"BARR_053-O-2.5-11-20170808-GA1",,"BARR_053-O-2.5-11-20170808-GA2",,"BARR_053-O-2.5-11-20170808-GA3",,,,,,,,,,,,"Sfrost@battelleecology.org","alaskaDeprecatedMethod"
"eae7ac40-9e07-4c31-99ee-87882fcf86eb","D18","BARR","BARR_053","BARR_053.basePlot.bgc","tower","emergentHerbaceousWetlands",,36.0,2.0,"WGS84",71.285301,-156.605382,20.0,5.5,0.02,"NEON.DOC.014048vJ","2017-08-08T19:15Z","2017-08-08T19:15Z","peakGreenness",,,3.0,"No","microbes",,,,"BARR_053-O-36-2-20170808",,,"O","other",5.2,4.5,0.0,1.0,"entire","corer",7,"BARR_053-O-36-2-20170808-GEN",,"OK",,"BARR_053-O-36-2-20170808-GA1",,"BARR_053-O-36-2-20170808-GA2",,"BARR_053-O-36-2-20170808-GA3",,,,,,,,,,,"Very thin organic layer.","Sfrost@battelleecology.org","alaskaDeprecatedMethod"
"7d4194b0-2b18-4583-a108-966edc2d2270","D18","BARR","BARR_053","BARR_053.basePlot.bgc","tower","emergentHerbaceousWetlands",,2.0,32.0,"WGS84",71.285301,-156.605382,20.0,5.5,0.02,"NEON.DOC.014048vJ","2017-08-08T19:49Z","2017-08-08T19:49Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_053-O-2-32-20170808",,,"O","other",1.8,5.0,0.0,9.8,,"brownie cutter",1,"BARR_053-O-2-32-20170808-GEN",,"OK",,"BARR_053-O-2-32-20170808-GA1",,"BARR_053-O-2-32-20170808-GA2",,"BARR_053-O-2-32-20170808-GA3",,,,,,,,,,,,"Sfrost@battelleecology.org","alaskaDeprecatedMethod"
"94331d25-6ecd-4a94-85bf-5b69518d35c0","D18","BARR","BARR_002","BARR_002.basePlot.bgc","distributed","sedgeHerbaceous",,5.5,29.0,"WGS84",71.273924,-156.599236,20.1,5.2,0.10,"NEON.DOC.004130vA","2017-08-08T20:16Z","2017-08-08T20:16Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_002-O-5.5-29-20170808",,,"O","other",3.4,2.1,0.0,3.6,"entire","brownie cutter",3,"BARR_002-O-5.5-29-20170808-GEN",,"OK",,"BARR_002-O-5.5-29-20170808-GA1",,"BARR_002-O-5.5-29-20170808-GA2",,"BARR_002-O-5.5-29-20170808-GA3",,,,,,,,,,,,"Hbull@battelleecology.org","alaskaDeprecatedMethod"
"d3ea4183-6cba-458c-9cd0-9130ac2addd2","D18","BARR","BARR_002","BARR_002.basePlot.bgc","distributed","sedgeHerbaceous",,1.0,19.5,"WGS84",71.273924,-156.599236,20.1,5.2,0.10,"NEON.DOC.004130vA","2017-08-08T20:46Z","2017-08-08T20:46Z","peakGreenness",,,0.0,"No","microbes",,,,"BARR_002-O-1-19.5-20170808",,,"O","other",2.1,4.0,0.0,4.4,"entire","brownie cutter",2,"BARR_002-O-1-19.5-20170808-GEN",,"OK",,"BARR_002-O-1-19.5-20170808-GA1",,"BARR_002-O-1-19.5-20170808-GA2",,"BARR_002-O-1-19.5-20170808-GA3",,,,,,,,,,,,"Hbull@battelleecology.org","alaskaDeprecatedMethod"
