uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"59f248d9-8f68-4dce-8da6-dfa204ba3630","D18","BARR","BARR_054","BARR_054.basePlot.bgc","2017-08-07T20:03Z","2017-08-07T20:03Z","BARR_054-O-8-3.5-20170807",,"BARR_054-O-8-3.5-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.310,7.310,2.930,7.065,0.124,,,"Hbull@battelleecology.org",
"3f331591-73b3-460b-aa1e-4aed7c32abda","D18","BARR","BARR_054","BARR_054.basePlot.bgc","2017-08-07T20:41Z","2017-08-07T20:41Z","BARR_054-O-25.5-8-20170807",,"BARR_054-O-25.5-8-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.290,7.270,3.520,3.049,0.247,,,"Hbull@battelleecology.org",
"161c7468-9f6c-4199-9050-f1494e663c68","D18","BARR","BARR_054","BARR_054.basePlot.bgc","2017-08-07T21:21Z","2017-08-07T21:21Z","BARR_054-O-2.5-27-20170807",,"BARR_054-O-2.5-27-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.280,7.260,3.130,4.859,0.171,,,"Hbull@battelleecology.org",
"31a8e9c7-9cd9-426c-a58a-6937d1f2d4a5","D18","BARR","BARR_003","BARR_003.basePlot.bgc","2017-08-07T23:50Z","2017-08-07T23:50Z","BARR_003-O-34.5-36-20170807",,"BARR_003-O-34.5-36-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.320,7.230,3.740,2.458,0.289,,,"Hbull@battelleecology.org",
"cd0abfbb-88fb-4aae-bf55-5f3afbf20652","D18","BARR","BARR_006","BARR_006.basePlot.bgc","2017-08-07T23:51Z","2017-08-07T23:51Z","BARR_006-O-11.5-38-20170807",,"BARR_006-O-11.5-38-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.320,7.310,4.210,1.640,0.379,,,"Hbull@battelleecology.org",
"ee68108e-08a4-4f4f-ad83-7bac6007114f","D18","BARR","BARR_003","BARR_003.basePlot.bgc","2017-08-08T00:20Z","2017-08-08T00:20Z","BARR_003-O-8-14-20170807",,"BARR_003-O-8-14-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.280,7.200,2.530,18.680,0.051,,,"Hbull@battelleecology.org",
"785cb6e6-6e78-4497-8519-0e4755e9eada","D18","BARR","BARR_006","BARR_006.basePlot.bgc","2017-08-08T00:33Z","2017-08-08T00:33Z","BARR_006-O-32.5-32-20170807",,"BARR_006-O-32.5-32-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.280,7.250,3.220,4.287,0.189,,,"Hbull@battelleecology.org",
"7e292a2a-e458-4b48-a061-83b0bea04ddc","D18","BARR","BARR_003","BARR_003.basePlot.bgc","2017-08-08T01:05Z","2017-08-08T01:05Z","BARR_003-O-3-30.5-20170807",,"BARR_003-O-3-30.5-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.260,7.320,3.240,4.163,0.194,,,"Hbull@battelleecology.org",
"ecad8174-269c-42ca-a74d-0757836de5c0","D18","BARR","BARR_006","BARR_006.basePlot.bgc","2017-08-08T01:16Z","2017-08-08T01:16Z","BARR_006-O-1-2-20170807",,"BARR_006-O-1-2-20170807","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.280,7.320,3.770,2.383,0.296,,,"Hbull@battelleecology.org",
"0ace335d-9ac6-48af-b3fb-73acbeb8ada2","D18","BARR","BARR_053","BARR_053.basePlot.bgc","2017-08-08T18:07Z","2017-08-08T18:07Z","BARR_053-O-2.5-11-20170808",,"BARR_053-O-2.5-11-20170808","NEON.DOC.014048vJ","O","2017-08-11T20:00Z","2017-08-13T20:00Z",2.300,7.260,3.110,5.123,0.163,,,"Hbull@battelleecology.org",
