uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"ac5e6114-225f-493a-8a47-7c9824af367a","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2018-08-06T19:34Z","2018-08-06T19:34Z","TOOL_043-O-12-6.5-20180806","C00000009990","TOOL_043-O-12-6.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-11T00:17Z",2.280,7.420,2.940,6.788,0.128,,,"kring@battelleecology.org",
"cca7870a-7e6a-4a9f-a4ed-0c1a0e03f376","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2018-08-06T19:37Z","2018-08-06T19:37Z","TOOL_044-O-2-6.5-20180806","C00000009991","TOOL_044-O-2-6.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:44Z",2.330,7.260,3.130,5.163,0.162,,,"kring@battelleecology.org",
"84c53d83-ea4b-49fc-a5a0-8c49c21d49fc","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2018-08-06T19:58Z","2018-08-06T19:58Z","TOOL_043-O-9-27.5-20180806","C00000009989","TOOL_043-O-9-27.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-11T00:17Z",2.270,7.420,3.310,3.952,0.202,,,"kring@battelleecology.org",
"cb72cc6d-c4e5-4ae2-9207-1e280d62e2be","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2018-08-06T20:13Z","2018-08-06T20:13Z","TOOL_044-O-7-33.5-20180806","C00000009993","TOOL_044-O-7-33.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:44Z",2.280,7.440,3.140,5.000,0.167,,,"kring@battelleecology.org",
"2c587281-34db-4220-b5fa-1bf364196f26","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2018-08-06T20:20Z","2018-08-06T20:20Z","TOOL_043-O-36-4.5-20180806","C00000009988","TOOL_043-O-36-4.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-11T00:17Z",2.300,7.380,3.160,4.907,0.169,,,"kring@battelleecology.org",
"6c2a7ec2-efaa-47b7-aea3-339cfe86f8c4","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2018-08-06T20:45Z","2018-08-06T20:45Z","TOOL_044-O-29-4-20180806","C00000009992","TOOL_044-O-29-4-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:44Z",2.270,7.320,2.960,6.319,0.137,,,"kring@battelleecology.org",
"c86915a8-a516-4ee4-82ff-38b6298907f2","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2018-08-06T21:09Z","2018-08-06T21:09Z","TOOL_041-O-0.5-17.5-20180806","C00000010004","TOOL_041-O-0.5-17.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:51Z",2.250,7.220,2.910,6.530,0.133,,,"kring@battelleecology.org",
"6ff87a35-794c-4d9d-8e9a-62b9dd59fe04","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2018-08-06T21:29Z","2018-08-06T21:29Z","TOOL_041-O-4-21.5-20180806","C00000010003","TOOL_041-O-4-21.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:51Z",2.300,7.270,2.910,7.148,0.123,,,"kring@battelleecology.org",
"63cd4a93-ab4b-42f8-8ec1-a2663cf386c8","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2018-08-06T21:58Z","2018-08-06T21:58Z","TOOL_041-O-36.5-30.5-20180806","C00000010002","TOOL_041-O-36.5-30.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-11T00:17Z",2.290,7.340,2.890,7.417,0.119,,,"kring@battelleecology.org",
"65b16fb2-da59-484e-9b9d-76cbe8f6050a","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2018-08-06T22:09Z","2018-08-06T22:09Z","TOOL_042-O-13-5.5-20180806","C00000010001","TOOL_042-O-13-5.5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:51Z",2.310,7.290,3.130,5.073,0.165,,,"kring@battelleecology.org",
"7710bf18-9726-488f-b04a-aac6d4aaf553","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2018-08-06T22:31Z","2018-08-06T22:31Z","TOOL_042-O-8.5-27-20180806","C00000010000","TOOL_042-O-8.5-27-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:44Z",2.240,7.290,3.030,5.392,0.156,,,"kring@battelleecology.org",
"1e1b3577-16a8-4ff4-8c37-66b565591d12","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2018-08-06T23:05Z","2018-08-06T23:05Z","TOOL_042-O-37-5-20180806","C00000009999","TOOL_042-O-37-5-20180806-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:51Z",2.280,7.200,2.860,7.483,0.118,,,"kring@battelleecology.org",
"96bbb1fb-5f1b-4740-9539-8980ee9c0be2","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2018-08-07T10:30Z","2018-08-07T10:30Z","TOOL_001-O-10.5-35.5-20180807","C00000010012","TOOL_001-O-10.5-35.5-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:25Z",2.270,7.460,4.610,1.218,0.451,,,"kring@battelleecology.org",
"536d9f8d-593b-4e69-9eef-aca7f0a1e5e0","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2018-08-07T10:50Z","2018-08-07T10:50Z","TOOL_001-O-37-28-20180807","C00000010013","TOOL_001-O-37-28-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:22Z",2.310,7.660,2.720,12.049,0.077,,,"kring@battelleecology.org",
"b9573670-d6df-4cf1-bc3a-93d5cf18d0ad","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2018-08-07T11:04Z","2018-08-07T11:04Z","TOOL_001-O-37-16.5-20180807","C00000010011","TOOL_001-O-37-16.5-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:20Z",2.270,7.560,2.620,14.114,0.066,,,"kring@battelleecology.org",
"91d354e6-bf57-4f3c-9581-c1436024384b","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2018-08-07T18:28Z","2018-08-07T18:28Z","TOOL_006-O-7.5-23-20180807","C00000009985","TOOL_006-O-7.5-23-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:36Z",2.250,7.300,3.110,4.872,0.170,,,"kring@battelleecology.org",
"a69daab5-438f-4315-891e-9a3995661dd3","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2018-08-07T18:48Z","2018-08-07T18:48Z","TOOL_006-O-30.5-3.5-20180807","C00000009986","TOOL_006-O-30.5-3.5-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:36Z",2.290,7.310,2.940,6.723,0.129,,,"kring@battelleecology.org",
"ee805e67-cf64-417f-9f51-aecb90d29ebb","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2018-08-07T18:56Z","2018-08-07T18:56Z","TOOL_005-O-8.5-0-20180807","C00000010007","TOOL_005-O-8.5-0-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:32Z",2.360,7.210,3.120,5.382,0.157,,,"kring@battelleecology.org",
"e34fb68c-c074-46d3-8efd-be3efd1310c6","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2018-08-07T19:07Z","2018-08-07T19:07Z","TOOL_006-O-33-36-20180807","C00000009987","TOOL_006-O-33-36-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:36Z",2.270,7.490,2.690,11.429,0.080,,,"kring@battelleecology.org",
"8eace030-e429-4592-8b43-84f88182e424","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2018-08-07T19:24Z","2018-08-07T19:24Z","TOOL_005-O-35-9.5-20180807","C00000010005","TOOL_005-O-35-9.5-20180807-SM","NEON.DOC.014048vK","O","2018-08-08T22:15Z","2018-08-10T23:36Z",2.220,7.380,2.910,6.478,0.134,,,"kring@battelleecology.org",
