uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"8c709664-a423-413f-8b70-d65e43be52d9","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2018-09-18T18:33Z","2018-09-18T18:33Z","BONA_071-O-6.5-25-20180918","A00000028262","BONA_071-O-6.5-25-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.270,7.500,4.660,1.188,0.457,,,"kring@battelleecology.org",
"e35153e4-3f25-4a35-9e54-7e1466694557","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2018-09-18T18:34Z","2018-09-18T18:34Z","BONA_080-O-14.5-4.5-20180918","A00000028264","BONA_080-O-14.5-4.5-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.310,7.230,4.140,1.689,0.372,,,"kring@battelleecology.org",
"98610df8-f1f6-4709-b240-cf4a14042402","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2018-09-18T19:01Z","2018-09-18T19:01Z","BONA_080-O-30.5-6-20180918","A00000028266","BONA_080-O-30.5-6-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.290,7.310,3.680,2.612,0.277,,,"kring@battelleecology.org",
"27f4a626-2660-4742-8a3e-a4a0b4939a01","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2018-09-18T19:06Z","2018-09-18T19:06Z","BONA_071-O-17-7-20180918","A00000028260","BONA_071-O-17-7-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.310,7.300,3.140,5.012,0.166,,,"kring@battelleecology.org",
"c6b4417a-fec0-4173-bb46-125253ac5976","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2018-09-18T19:18Z","2018-09-18T19:18Z","BONA_071-O-24-9.5-20180918","A00000028261","BONA_071-O-24-9.5-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.320,7.800,3.490,3.684,0.214,,,"kring@battelleecology.org",
"cb76dca3-7a82-4a7e-92e2-7c86d9bc0d2a","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2018-09-18T19:23Z","2018-09-18T19:23Z","BONA_080-O-16.5-3.5-20180918","A00000028265","BONA_080-O-16.5-3.5-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.290,7.280,4.360,1.411,0.415,,,"kring@battelleecology.org",
"6d4a1823-8555-414a-8780-1a5a7b4c826f","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2018-09-18T20:10Z","2018-09-18T20:10Z","BONA_070-O-22.5-37.5-20180918","A00000028259","BONA_070-O-22.5-37.5-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.330,7.640,3.620,3.116,0.243,,,"kring@battelleecology.org",
"e9876c20-80ae-4f61-97a3-db2715d838c9","D19","BONA","BONA_084","BONA_084.basePlot.bgc","2018-09-18T20:14Z","2018-09-18T20:14Z","BONA_084-O-1.5-11-20180918","A00000028268","BONA_084-O-1.5-11-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.280,7.210,4.020,1.833,0.353,,,"kring@battelleecology.org",
"ad4fff0e-2f84-4bb8-a19c-35f69e904a53","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2018-09-18T20:29Z","2018-09-18T20:29Z","BONA_070-O-33.5-1.5-20180918","A00000028257","BONA_070-O-33.5-1.5-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.270,7.790,4.250,1.788,0.359,,,"kring@battelleecology.org",
"7d158a7f-5685-4665-a6bc-966bbea68e48","D19","BONA","BONA_084","BONA_084.basePlot.bgc","2018-09-18T20:41Z","2018-09-18T20:41Z","BONA_084-O-19.5-34-20180918","A00000028267","BONA_084-O-19.5-34-20180918-SM","NEON.DOC.014048vK","O","2018-09-21T19:30Z","2018-09-24T16:28Z",2.240,7.430,4.130,1.746,0.364,,,"kring@battelleecology.org",
