uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"a24308f5-8c46-4cf5-ba9a-c29760e610cb","D19","BONA","BONA_071","BONA_071.basePlot.bgc","2018-09-18T18:33Z","2018-09-18T19:18Z",,"NEON.DOC.014048vK","BONA_071-O-6.5-25-20180918|BONA_071-O-17-7-20180918|BONA_071-O-24-9.5-20180918","BONA_071-O-20180918-COMP","B00000008080","OK","kring@battelleecology.org",,
"8cfae79c-2f0f-41db-af46-07abcde1a2e9","D19","BONA","BONA_080","BONA_080.basePlot.bgc","2018-09-18T18:34Z","2018-09-18T19:23Z",,"NEON.DOC.014048vK","BONA_080-O-30.5-6-20180918|BONA_080-O-16.5-3.5-20180918|BONA_080-O-14.5-4.5-20180918","BONA_080-O-20180918-COMP","B00000008081","OK","kring@battelleecology.org",,
"e978769a-80e4-4218-aacb-925c5e426ae9","D19","BONA","BONA_070","BONA_070.basePlot.bgc","2018-09-18T20:10Z","2018-09-18T20:45Z",,"NEON.DOC.014048vK","BONA_070-O-1-16.5-20180918|BONA_070-O-33.5-1.5-20180918|BONA_070-O-22.5-37.5-20180918","BONA_070-O-20180918-COMP","B00000008079","OK","kring@battelleecology.org",,
"ea267595-42ca-4f66-87b8-c9a1128db134","D19","BONA","BONA_084","BONA_084.basePlot.bgc","2018-09-18T20:14Z","2018-09-18T21:02Z",,"NEON.DOC.014048vK","BONA_084-O-21.5-38.5-20180918|BONA_084-O-19.5-34-20180918|BONA_084-O-1.5-11-20180918","BONA_084-O-20180918-COMP","B00000008082","OK","kring@battelleecology.org",,
"6bc45440-3e9d-4ddb-b6b3-ec4d552151ef","D19","BONA","BONA_013","BONA_013.basePlot.bgc","2018-09-19T19:18Z","2018-09-19T19:57Z",,"NEON.DOC.014048vK","BONA_013-O-3-39.5-20180919|BONA_013-O-34-38-20180919|BONA_013-O-1.5-4-20180919","BONA_013-O-20180919-COMP","B00000008078","OK","kring@battelleecology.org",,
"17dae9e4-c085-4004-80c4-430d5a04dfbf","D19","BONA","BONA_009","BONA_009.basePlot.bgc","2018-09-19T19:29Z","2018-09-19T20:21Z",,"NEON.DOC.014048vK","BONA_009-O-29.5-34.5-20180919|BONA_009-O-13-5.5-20180919|BONA_009-O-31.5-11-20180919","BONA_009-O-20180919-COMP","B00000008076","OK","kring@battelleecology.org",,
"fc531283-f498-4d55-ac6c-8ab154d97510","D19","BONA","BONA_004","BONA_004.basePlot.bgc","2018-09-19T21:34Z","2018-09-19T22:09Z",,"NEON.DOC.014048vK","BONA_004-O-10.5-32-20180919|BONA_004-O-17.5-5.5-20180919|BONA_004-O-36-36-20180919","BONA_004-O-20180919-COMP","B00000008075","OK","kring@battelleecology.org",,
"a05599db-abb7-41ad-8777-d704d6f55734","D19","BONA","BONA_001","BONA_001.basePlot.bgc","2018-09-20T18:14Z","2018-09-20T18:53Z",,"NEON.DOC.014048vK","BONA_001-O-28-37.5-20180920|BONA_001-O-5.5-19-20180920|BONA_001-O-26-4.5-20180920","BONA_001-O-20180920-COMP","B00000008073","OK","kring@battelleecology.org",,
"c8df6a79-b98c-498f-af69-1a449c18d9f5","D19","BONA","BONA_002","BONA_002.basePlot.bgc","2018-09-20T20:07Z","2018-09-20T20:48Z",,"NEON.DOC.014048vK","BONA_002-O-38-17.5-20180920|BONA_002-O-18.5-36-20180920|BONA_002-O-6-8.5-20180920","BONA_002-O-20180920-COMP","B00000008074","OK","kring@battelleecology.org",,
"031d29a4-3a45-4d1e-bbb3-4dfc6737747a","D19","BONA","BONA_006","BONA_006.basePlot.bgc","2018-09-28T19:37Z","2018-09-28T20:15Z",,"NEON.DOC.014048vK","BONA_006-O-10-8.5-20180928|BONA_006-O-27.5-37.5-20180928|BONA_006-O-8.5-23-20180928","BONA_006-O-20180928-COMP","B00000008241","OK","kring@battelleecology.org",,
