uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF
"9925e8bb-2b2c-4126-b60c-fbb5ad897567","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T19:51Z","2021-06-22T19:51Z","NEON.DOC.014048vN","O","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_046-O-1.5-29-20210622","A00000307217","HEAL_046-O-1.5-29-20210622-CN","A00000307178","HEAL_046-O-1.5-29-20210622-BA","A00000307012",20.4,"N","OK",,"0000-0002-2117-4697",
"d8cf1995-b6d5-4bf1-956f-759a5444d258","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T19:51Z","2021-06-22T19:51Z","NEON.DOC.014048vN","M","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_046-M-1.5-29-20210622","A00000307201","HEAL_046-M-1.5-29-20210622-CN","A00000307204","HEAL_046-M-1.5-29-20210622-BA","A00000307021",54.5,"N","OK",,"0000-0002-2117-4697",
"3807b2a0-ae6c-4dba-99b4-fabbfc7d4fc2","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:28Z","2021-06-22T20:28Z","NEON.DOC.014048vN","M","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_046-M-8.5-7-20210622","A00000307202","HEAL_046-M-8.5-7-20210622-CN","A00000307188","HEAL_046-M-8.5-7-20210622-BA","A00000307023",107.0,"N","OK",,"0000-0002-2117-4697",
"8667527c-d874-4d95-9865-bad3d6deee49","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:28Z","2021-06-22T20:28Z","NEON.DOC.014048vN","O","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_046-O-8.5-7-20210622","A00000307218","HEAL_046-O-8.5-7-20210622-CN","A00000307194","HEAL_046-O-8.5-7-20210622-BA","A00000307011",22.4,"N","OK",,"0000-0002-2117-4697",
"01a231d3-8cfd-4caa-9d58-b223b01090a3","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:39Z","2021-06-22T20:39Z","NEON.DOC.014048vN","M","2021-06-23T20:18Z","2021-06-30T23:38Z","HEAL_046-M-32.5-29.5-20210622","A00000307200","HEAL_046-M-32.5-29.5-20210622-CN","A00000307172","HEAL_046-M-32.5-29.5-20210622-BA","A00000307024",19.3,"N","OK",,"0000-0002-2117-4697",
"e6f5a128-a3ef-4d85-b832-62afdae8cb67","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2021-06-22T20:39Z","2021-06-22T20:39Z","NEON.DOC.014048vN","O","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_046-O-32.5-29.5-20210622","A00000307357","HEAL_046-O-32.5-29.5-20210622-CN","A00000307210","HEAL_046-O-32.5-29.5-20210622-BA","A00000307013",14.2,"N","OK",,"0000-0002-2117-4697",
"30145b9f-109c-4785-b98e-0581779c4ac5","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T21:55Z","2021-06-22T21:55Z","NEON.DOC.014048vN","O","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_047-O-30-36.5-20210622","A00000307183","HEAL_047-O-30-36.5-20210622-CN","A00000307209","HEAL_047-O-30-36.5-20210622-BA","A00000307026",48.4,"N","OK",,"0000-0002-2117-4697",
"5df66ba4-47b5-4f90-b4d9-3229396d1f6e","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T21:55Z","2021-06-22T21:55Z","NEON.DOC.014048vN","M","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_047-M-30-36.5-20210622","A00000307181","HEAL_047-M-30-36.5-20210622-CN","A00000307219","HEAL_047-M-30-36.5-20210622-BA","A00000307028",103.0,"N","OK",,"0000-0002-2117-4697",
"652e0b92-609f-4e64-9cf2-a828557557e2","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T22:02Z","2021-06-22T22:02Z","NEON.DOC.014048vN","M","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_047-M-36.5-11.5-20210622","A00000307169","HEAL_047-M-36.5-11.5-20210622-CN","A00000307203","HEAL_047-M-36.5-11.5-20210622-BA","A00000307030",118.4,"N","OK",,"0000-0002-2117-4697",
"68133522-44b7-4ac0-82a0-1858a5f2415d","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2021-06-22T22:02Z","2021-06-22T22:02Z","NEON.DOC.014048vN","O","2021-06-23T21:18Z","2021-06-30T23:38Z","HEAL_047-O-36.5-11.5-20210622","A00000307182","HEAL_047-O-36.5-11.5-20210622-CN","A00000307225","HEAL_047-O-36.5-11.5-20210622-BA","A00000307025",21.1,"N","OK",,"0000-0002-2117-4697",
