uid,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF
"e4eb153e-5803-4187-b5d5-6ffa1e62f7ee","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T19:28Z","2022-08-16T18:57Z","NEON.DOC.014048vO","TOOL_005-O-41-20220816",,"TOOL_005-O-41-20220816-KCL","B00000147145","TOOL_005-O-41-peakGreenness-2022","tFinal",29.98,"2022-08-17T19:57Z","TOOL-20220817-BREF1",10.34,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"0b3bc5ab-0486-4a36-882a-8d8bef9b9231","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:10Z","2022-08-16T19:03Z","NEON.DOC.014048vO","TOOL_005-M-23-20220816",,"TOOL_005-M-23-20220816-KCL","B00000147144","TOOL_005-M-23-peakGreenness-2022","tFinal",29.95,"2022-08-17T19:56Z","TOOL-20220817-BREF1",10.36,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"3f3ed4e6-96a5-4aa6-a8e7-9fb9abc99655","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:10Z","2022-08-16T19:03Z","NEON.DOC.014048vO","TOOL_005-O-23-20220816",,"TOOL_005-O-23-20220816-KCL","B00000147143","TOOL_005-O-23-peakGreenness-2022","tFinal",29.95,"2022-08-17T19:57Z","TOOL-20220817-BREF1",9.98,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"ff5275c9-56ad-4eba-ab23-760bf7796291","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:38Z","2022-08-16T18:43Z","NEON.DOC.014048vO","TOOL_005-O-21-20220816",,"TOOL_005-O-21-20220816-KCL","B00000147141","TOOL_005-O-21-peakGreenness-2022","tFinal",29.92,"2022-08-17T19:55Z","TOOL-20220817-BREF1",10.30,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"c0f09d47-7a52-4e42-bcb7-3f647c914f52","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:56Z","2022-08-16T18:43Z","NEON.DOC.014048vO","TOOL_005-M-21-20220816",,"TOOL_005-M-21-20220816-KCL","B00000147142","TOOL_005-M-21-peakGreenness-2022","tFinal",29.91,"2022-08-17T19:56Z","TOOL-20220817-BREF1",9.84,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"32f1a421-92d1-4350-bfa1-02f2e5f771e9","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-17T23:26Z","2022-08-16T22:28Z","NEON.DOC.014048vO","TOOL_043-M-23-20220816",,"TOOL_043-M-23-20220816-KCL","B00000147168","TOOL_043-M-23-peakGreenness-2022","tFinal",29.96,"2022-08-17T20:10Z","TOOL-20220817-BREF1",10.37,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"2c9bdb3f-c907-4ce3-8880-6cd32eab8e55","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-17T23:26Z","2022-08-16T22:28Z","NEON.DOC.014048vO","TOOL_043-O-23-20220816",,"TOOL_043-O-23-20220816-KCL","B00000147167","TOOL_043-O-23-peakGreenness-2022","tFinal",29.96,"2022-08-17T20:07Z","TOOL-20220817-BREF1",10.00,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"d49a268e-a13d-49c9-b3ba-7f02d4d33f26","TOOL_041.basePlot.bgc","D18","TOOL","TOOL_041","tower","2022-07-18T00:15Z","2022-08-16T21:24Z","NEON.DOC.014048vO","TOOL_041-M-41-20220816",,"TOOL_041-M-41-20220816-KCL","B00000147158","TOOL_041-M-41-peakGreenness-2022","tFinal",29.88,"2022-08-17T20:09Z","TOOL-20220817-BREF1",10.26,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"5686e6fa-0ae7-4b59-a607-0121705e57b4","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-18T00:15Z","2022-08-16T22:42Z","NEON.DOC.014048vO","TOOL_043-O-39-20220816",,"TOOL_043-O-39-20220816-KCL","B00000147169","TOOL_043-O-39-peakGreenness-2022","tFinal",29.94,"2022-08-17T20:12Z","TOOL-20220817-BREF1",10.44,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
"b3cc9123-09c7-45c2-b8e8-3c40a1bf2e8f","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-18T00:15Z","2022-08-16T22:42Z","NEON.DOC.014048vO","TOOL_043-M-39-20220816",,"TOOL_043-M-39-20220816-KCL","B00000147170","TOOL_043-M-39-peakGreenness-2022","tFinal",29.94,"2022-08-17T20:08Z","TOOL-20220817-BREF1",10.34,100.0,"2022-08-17T23Z","OK",,"0000-0002-2117-4697","0000-0002-3309-2269",
