uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"edfbc76c-39a7-4fa4-bf33-9caf1744da41","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:42Z","2018-06-18T17:22Z",,"NEON.DOC.014048vK","DEJU_006-O-2.5-37.5-20180618|DEJU_006-O-39.5-1.5-20180618|DEJU_006-O-25-32.5-20180618","DEJU_006-O-20180618-COMP","B00000008211","OK","jormerod@battelleecology.org",,
"64f6b5a8-4efc-4825-936c-7bb889b343c5","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:59Z","2018-06-18T17:35Z",,"NEON.DOC.014048vK","DEJU_006-M-2.5-37.5-20180618|DEJU_006-M-39.5-1.5-20180618|DEJU_006-M-25-32.5-20180618","DEJU_006-M-20180618-COMP","B00000008210","OK","jormerod@battelleecology.org",,
"b105778e-1567-4f0e-851c-1ec48db8fb14","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:04Z","2018-06-18T20:14Z",,"NEON.DOC.014048vK","DEJU_014-O-14-9-20180618|DEJU_014-O-21-9.5-20180618|DEJU_014-O-33.5-24.5-20180618","DEJU_014-O-20180618-COMP","B00000008194","OK","jormerod@battelleecology.org",,
"6ae7323b-addf-45e7-a918-9cfdb29513cc","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:05Z","2018-06-18T20:21Z",,"NEON.DOC.014048vK","DEJU_014-M-21-9.5-20180618|DEJU_014-M-33.5-24.5-20180618|DEJU_014-M-14-9-20180618","DEJU_014-M-20180618-COMP","B00000008195","OK","jormerod@battelleecology.org",,
"8ce30a42-9389-4d42-81a6-4280d0a16dfd","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2018-06-19T19:09Z","2018-06-19T20:48Z",,"NEON.DOC.014048vK","DEJU_001-O-24.5-6.5-20180619|DEJU_001-O-20.5-37.5-20180619|DEJU_001-O-2-34.5-20180619","DEJU_001-O-20180619-COMP","B00000008227","OK","jormerod@battelleecology.org",,
"57abbd88-9309-4221-a869-89c8836dda35","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2018-06-19T19:36Z","2018-06-19T21:04Z",,"NEON.DOC.014048vK","DEJU_001-M-2-34.5-20180619|DEJU_001-M-20.5-37.5-20180619|DEJU_001-M-24.5-6.5-20180619","DEJU_001-M-20180619-COMP","B00000008226","OK","avandreser@battelleecology.org",,
"06dfc78a-fe0b-4383-b115-623fd5c34142","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2018-06-19T20:14Z","2018-06-19T21:52Z",,"NEON.DOC.014048vK","DEJU_002-O-21.5-30-20180619|DEJU_002-O-9-18-20180619|DEJU_002-O-12.5-31-20180619","DEJU_002-O-20180619-COMP","B00000008223","OK","kring@battelleecology.org",,
"15d5a661-d357-411f-aaba-974f907362ed","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2018-06-19T20:36Z","2018-06-19T21:58Z",,"NEON.DOC.014048vK","DEJU_002-M-9-18-20180619|DEJU_002-M-12.5-31-20180619|DEJU_002-M-21.5-30-20180619","DEJU_002-M-20180619-COMP","B00000008222","OK","kring@battelleecology.org",,
"4c59e16f-82a0-435a-a96c-e44924188129","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2018-06-19T22:21Z","2018-06-19T23:42Z",,"NEON.DOC.014048vK","DEJU_009-O-36.5-23.5-20180619|DEJU_009-O-16.5-31.5-20180619|DEJU_009-O-35.5-8-20180619","DEJU_009-O-20180619-COMP","B00000008207","OK","avandreser@battelleecology.org",,
"08112c6f-4b5d-44ea-994f-d8498fd62eab","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2018-06-19T22:39Z","2018-06-20T00:00Z",,"NEON.DOC.014048vK","DEJU_009-M-35.5-8-20180619|DEJU_009-M-16.5-31.5-20180619|DEJU_009-M-36.5-23.5-20180619","DEJU_009-M-20180619-COMP","B00000008206","OK","avandreser@battelleecology.org",,
"8eccf554-2475-4c71-8179-7f9ee6e1ade1","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2018-06-20T00:02Z","2018-06-20T01:22Z",,"NEON.DOC.014048vK","DEJU_015-O-22-5.5-20180619|DEJU_015-O-15.5-2.5-20180619|DEJU_015-O-37-30-20180619","DEJU_015-O-20180619-COMP","B00000008191","OK","kring@battelleecology.org",,
"25bada5a-78e8-4f8b-9b45-3846084d3c1c","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2018-06-20T00:13Z","2018-06-20T01:26Z",,"NEON.DOC.014048vK","DEJU_015-M-15.5-2.5-20180619|DEJU_015-M-22-5.5-20180619|DEJU_015-M-37-30-20180619","DEJU_015-M-20180619-COMP","B00000008190","OK","kring@battelleecology.org",,
"3c53b06b-a3ad-4359-9f6d-8c400c00222a","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2018-06-21T18:58Z","2018-06-21T20:49Z",,"NEON.DOC.014048vK","DEJU_048-O-16.5-8-20180621|DEJU_048-O-36.5-25.5-20180621|DEJU_048-O-20.5-7.5-20180621","DEJU_048-O-20180621-COMP","B00000008154","OK","kring@battelleecology.org",,
"128ade31-1dc1-42bd-a30e-f2b141df472f","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2018-06-21T19:04Z","2018-06-21T20:25Z",,"NEON.DOC.014048vK","DEJU_047-O-39-21.5-20180621|DEJU_047-O-32-18.5-20180621|DEJU_047-O-2.5-32.5-20180621","DEJU_047-O-20180621-COMP","B00000008161","OK","kring@battelleecology.org",,
"734204c1-a1a9-4de9-872b-0a7787b399b2","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2018-06-21T19:20Z","2018-06-21T20:34Z",,"NEON.DOC.014048vK","DEJU_047-M-39-21.5-20180621|DEJU_047-M-32-18.5-20180621|DEJU_047-M-2.5-32.5-20180621","DEJU_047-M-20180621-COMP","B00000008160","OK","kring@battelleecology.org",,
"7b600744-bbbb-42bc-91b9-eb0a6b089e5e","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2018-06-21T19:27Z","2018-06-21T21:01Z",,"NEON.DOC.014048vK","DEJU_048-M-20.5-7.5-20180621|DEJU_048-M-36.5-25.5-20180621|DEJU_048-M-16.5-8-20180621","DEJU_048-M-20180621-COMP","B00000008155","OK","kring@battelleecology.org",,
"010e0317-e705-4843-8f5c-1f7eb6972e2c","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2018-06-21T21:02Z","2018-06-21T22:21Z",,"NEON.DOC.014048vK","DEJU_045-O-37.5-28-20180621|DEJU_045-O-33.5-0-20180621|DEJU_045-O-7.5-30-20180621","DEJU_045-O-20180621-COMP","B00000008178","OK","kring@battelleecology.org",,
"d8abb594-f8cf-4a0c-ba77-dbb74f1523b6","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2018-06-21T21:14Z","2018-06-21T22:29Z",,"NEON.DOC.014048vK","DEJU_045-M-33.5-0-20180621|DEJU_045-M-37.5-28-20180621|DEJU_045-M-7.5-30-20180621","DEJU_045-M-20180621-COMP","B00000008179","OK","kring@battelleecology.org",,
"860bc15b-c031-425c-99e6-533e40452d28","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2018-06-21T23:08Z","2018-06-21T23:41Z",,"NEON.DOC.014048vK","DEJU_046-O-2.5-20.5-20180621|DEJU_046-O-32.5-5-20180621|DEJU_046-O-15-0-20180621","DEJU_046-O-20180621-COMP","B00000008175","OK","jormerod@battelleecology.org",,
"f562d745-3be4-4394-b4df-66e1ac19b4f6","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2018-06-21T23:16Z","2018-06-21T23:54Z",,"NEON.DOC.014048vK","DEJU_046-M-32.5-5-20180621|DEJU_046-M-15-0-20180621|DEJU_046-M-2.5-20.5-20180621","DEJU_046-M-20180621-COMP","B00000008174","OK","jormerod@battelleecology.org",,
