uid,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF
"effb06bc-6f3a-445d-aa6a-6ab4a90b10e7","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T15:42Z","2018-06-18T15:42Z","NEON.DOC.014048vK","DEJU_006-O-25-32.5-20180618","A00000028561","DEJU_006-O-25-32.5-20180618-KCL","B00000008268","DEJU_006-O-25-32.5","tInitial",0.00,"2018-06-19T00:53Z","DEJU-20180618-BRef1",10.21,101.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"4b09a7b4-279d-48e4-acba-bcbd2c0695d3","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T15:59Z","2018-06-18T15:59Z","NEON.DOC.014048vK","DEJU_006-M-25-32.5-20180618","A00000028562","DEJU_006-M-25-32.5-20180618-KCL","B00000008265","DEJU_006-M-25-32.5","tInitial",0.00,"2018-06-19T03:00Z","DEJU-20180618-BRef1",9.88,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"df62ca09-ad99-4f8e-8c46-dd5a6467ae37","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T16:43Z","2018-06-18T16:43Z","NEON.DOC.014048vK","DEJU_006-O-2.5-37.5-20180618","A00000028557","DEJU_006-O-2.5-37.5-20180618-KCL","B00000008270","DEJU_006-O-2.5-37.5","tInitial",0.00,"2018-06-19T01:11Z","DEJU-20180618-BRef1",9.93,101.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"e9e72a52-06bd-418e-aae6-0cebdf25004c","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T16:55Z","2018-06-18T16:55Z","NEON.DOC.014048vK","DEJU_006-M-2.5-37.5-20180618","A00000028558","DEJU_006-M-2.5-37.5-20180618-KCL","B00000008269","DEJU_006-M-2.5-37.5","tInitial",0.00,"2018-06-19T02:52Z","DEJU-20180618-BRef1",9.93,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"e5837bab-8934-4dd7-90d3-aeeeabbb891f","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T17:22Z","2018-06-18T17:22Z","NEON.DOC.014048vK","DEJU_006-O-39.5-1.5-20180618","A00000028559","DEJU_006-O-39.5-1.5-20180618-KCL","B00000008271","DEJU_006-O-39.5-1.5","tInitial",0.00,"2018-06-19T01:12Z","DEJU-20180618-BRef1",10.05,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"36805934-29a2-4f8a-ab9f-84719a18762a","DEJU_006.basePlot.bgc","D19","DEJU","DEJU_006","distributed","2018-06-18T17:35Z","2018-06-18T17:35Z","NEON.DOC.014048vK","DEJU_006-M-39.5-1.5-20180618","A00000028560","DEJU_006-M-39.5-1.5-20180618-KCL","B00000008267","DEJU_006-M-39.5-1.5","tInitial",0.00,"2018-06-19T02:55Z","DEJU-20180618-BRef1",10.03,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"7cd85668-cbff-4985-be9f-d86f74c6a752","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014","distributed","2018-06-18T19:04Z","2018-06-18T19:04Z","NEON.DOC.014048vK","DEJU_014-O-14-9-20180618","A00000028579","DEJU_014-O-14-9-20180618-KCL","B00000008260","DEJU_014-O-14-9","tInitial",0.00,"2018-06-19T01:01Z","DEJU-20180618-BRef1",10.18,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"68ed46f0-ca4f-46b2-aaf7-8abe56d14490","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014","distributed","2018-06-18T19:05Z","2018-06-18T19:05Z","NEON.DOC.014048vK","DEJU_014-M-14-9-20180618","A00000028580","DEJU_014-M-14-9-20180618-KCL","B00000008261","DEJU_014-M-14-9","tInitial",0.00,"2018-06-19T02:55Z","DEJU-20180618-BRef1",10.00,100.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"7980ab8f-044a-40fa-93eb-f2db63167668","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014","distributed","2018-06-18T19:32Z","2018-06-18T19:32Z","NEON.DOC.014048vK","DEJU_014-O-21-9.5-20180618","A00000028584","DEJU_014-O-21-9.5-20180618-KCL","B00000008266","DEJU_014-O-21-9.5","tInitial",0.00,"2018-06-19T01:03Z","DEJU-20180618-BRef1",9.92,101.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
"4f4e0351-a763-48e3-a717-7dd8460c163e","DEJU_014.basePlot.bgc","D19","DEJU","DEJU_014","distributed","2018-06-18T19:39Z","2018-06-18T19:39Z","NEON.DOC.014048vK","DEJU_014-M-21-9.5-20180618","A00000028583","DEJU_014-M-21-9.5-20180618-KCL","B00000008263","DEJU_014-M-21-9.5","tInitial",0.00,"2018-06-19T03:08Z","DEJU-20180618-BRef1",10.03,101.0,"2018-06-19T04Z","OK",,"avandreser@battelleecology.org","anovella@battelleecology.org",
