uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"e60b3bd4-3022-4eb3-ae7f-4c188615035f","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:42Z","2018-06-18T15:42Z","2018-07-23","DEJU_006-O-25-32.5-20180618","A00000028561","DEJU_006-O-25-32.5-20180618-PH","NEON.DOC.014048vK","O",2.28,3.60,5.1,20.2,4.0,5.1,40.0,7.9,,"kring@battelleecology.org",
"7ace549d-c011-401b-b990-93737689e30f","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T15:59Z","2018-06-18T15:59Z","2018-07-23","DEJU_006-M-25-32.5-20180618","A00000028562","DEJU_006-M-25-32.5-20180618-PH","NEON.DOC.014048vK","M",5.66,4.91,10.1,20.0,2.0,10.0,20.0,2.0,,"kring@battelleecology.org",
"8aa193b2-8a47-469d-9eb5-377168e172c4","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T16:43Z","2018-06-18T16:43Z","2018-07-23","DEJU_006-O-2.5-37.5-20180618","A00000028557","DEJU_006-O-2.5-37.5-20180618-PH","NEON.DOC.014048vK","O",4.85,4.26,5.1,20.0,3.9,5.0,20.0,4.0,,"kring@battelleecology.org",
"5bcb1658-f455-437d-9b64-88197500d9b6","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T16:55Z","2018-06-18T16:55Z","2018-07-23","DEJU_006-M-2.5-37.5-20180618","A00000028558","DEJU_006-M-2.5-37.5-20180618-PH","NEON.DOC.014048vK","M",5.74,5.24,10.0,20.0,2.0,10.1,20.0,2.0,,"kring@battelleecology.org",
"b7b4ac18-2317-4481-9ccd-a37374db6251","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T17:22Z","2018-06-18T17:22Z","2018-07-23","DEJU_006-O-39.5-1.5-20180618","A00000028559","DEJU_006-O-39.5-1.5-20180618-PH","NEON.DOC.014048vK","O",3.87,3.03,5.1,40.0,7.9,5.1,40.0,7.9,,"kring@battelleecology.org",
"69e1127b-d02e-4f92-aa6d-3094221fa538","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2018-06-18T17:35Z","2018-06-18T17:35Z","2018-07-23","DEJU_006-M-39.5-1.5-20180618","A00000028560","DEJU_006-M-39.5-1.5-20180618-PH","NEON.DOC.014048vK","M",3.98,3.38,9.9,20.0,2.0,10.0,20.0,2.0,,"kring@battelleecology.org",
"6a6c994e-21a6-4b15-9301-da32171b5f26","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:04Z","2018-06-18T19:04Z","2018-07-23","DEJU_014-O-14-9-20180618","A00000028579","DEJU_014-O-14-9-20180618-PH","NEON.DOC.014048vK","O",5.53,5.14,2.5,40.0,15.8,2.6,40.0,15.5,,"kring@battelleecology.org",
"f49615da-93db-42bb-835e-4b62eceed324","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:05Z","2018-06-18T19:05Z","2018-07-23","DEJU_014-M-14-9-20180618","A00000028580","DEJU_014-M-14-9-20180618-PH","NEON.DOC.014048vK","M",5.58,5.48,10.0,20.0,2.0,10.0,20.0,2.0,,"kring@battelleecology.org",
"52f711dc-3fc5-4f64-93c9-e512070fee33","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:32Z","2018-06-18T19:32Z","2018-07-23","DEJU_014-O-21-9.5-20180618","A00000028584","DEJU_014-O-21-9.5-20180618-PH","NEON.DOC.014048vK","O",5.41,4.13,5.0,20.0,4.0,5.1,20.0,3.9,,"kring@battelleecology.org",
"39299967-9d2a-4526-830b-64cf8b26ecf0","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T19:39Z","2018-06-18T19:39Z","2018-07-23","DEJU_014-M-21-9.5-20180618","A00000028583","DEJU_014-M-21-9.5-20180618-PH","NEON.DOC.014048vK","M",5.35,5.26,10.1,20.0,2.0,10.0,20.0,2.0,,"kring@battelleecology.org",
"645f2a3f-5e3f-40f4-bff3-005e45fa1f96","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T20:14Z","2018-06-18T20:14Z","2018-07-23","DEJU_014-O-33.5-24.5-20180618","A00000028581","DEJU_014-O-33.5-24.5-20180618-PH","NEON.DOC.014048vK","O",5.76,5.13,5.1,20.0,3.9,5.1,20.0,3.9,,"kring@battelleecology.org",
"0f0e9cb5-4e21-427b-bace-6750eabfc5b3","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2018-06-18T20:21Z","2018-06-18T20:21Z","2018-07-23","DEJU_014-M-33.5-24.5-20180618","A00000028582","DEJU_014-M-33.5-24.5-20180618-PH","NEON.DOC.014048vK","M",5.85,5.80,10.0,20.0,2.0,10.0,20.0,2.0,,"kring@battelleecology.org",
"b3254eae-30ad-44c2-92d3-305f14b84909","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2018-06-19T19:09Z","2018-06-19T19:09Z","2018-07-23","DEJU_001-O-2-34.5-20180619","A00000028569","DEJU_001-O-2-34.5-20180619-PH","NEON.DOC.014048vK","O",4.94,4.24,5.1,20.0,3.9,5.1,20.0,3.9,,"kring@battelleecology.org",
