uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"203e4d24-0e5a-4449-b2fa-ecf339e069ec","D19","HEAL","HEAL_010","HEAL_010.basePlot.bgc","2016-08-02T17:30Z","2016-08-02T17:30Z","2017-01-09","HEAL_010-O-4-6.5-20160802",,"HEAL_010-O-4-6.5-20160802-PH","NEON.DOC.014048vG","O",6.25,5.32,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"984bf1b8-3083-4e27-841a-57ac9ce49234","D19","HEAL","HEAL_010","HEAL_010.basePlot.bgc","2016-08-02T18:25Z","2016-08-02T18:25Z","2017-01-09","HEAL_010-M-39.5-17-20160802",,"HEAL_010-M-39.5-17-20160802-PH","NEON.DOC.014048vG","M",7.17,6.05,10.0,20.0,2.0,10.0,20.0,2.0,"Above pH values averages of duplicate readings taken according to 2016 version of soil protocol.","kschroder@neoninc.org",
"a25dc5f9-ca50-457f-94f0-c655fb2b3741","D19","HEAL","HEAL_010","HEAL_010.basePlot.bgc","2016-08-02T19:35Z","2016-08-02T19:35Z","2017-01-09","HEAL_010-O-35-35-20160802",,"HEAL_010-O-35-35-20160802-PH","NEON.DOC.014048vG","O",6.00,5.88,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"a041970f-a5a4-437d-b4c5-e5fe81708478","D19","HEAL","HEAL_004","HEAL_004.basePlot.bgc","2016-08-02T22:55Z","2016-08-02T22:55Z","2017-01-09","HEAL_004-O-3-36-20160802",,"HEAL_004-O-3-36-20160802-PH","NEON.DOC.014048vG","O",5.80,5.30,2.5,40.0,16.1,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"9355e1b4-bedd-4f7f-8ddd-ebf52d75644a","D19","HEAL","HEAL_025","HEAL_025.basePlot.bgc","2016-08-03T18:20Z","2016-08-03T18:20Z","2017-01-09","HEAL_025-O-11-0.5-20160803",,"HEAL_025-O-11-0.5-20160803-PH","NEON.DOC.014048vG","O",5.72,3.60,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"f1f01da6-9b74-4d9b-bbfc-33a752ffd5fd","D19","HEAL","HEAL_025","HEAL_025.basePlot.bgc","2016-08-03T19:12Z","2016-08-03T19:12Z","2017-01-09","HEAL_025-O-22-2.5-20160803",,"HEAL_025-O-22-2.5-20160803-PH","NEON.DOC.014048vG","O",5.22,5.12,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"4d116639-6d77-4543-9356-041952f6b40b","D19","HEAL","HEAL_025","HEAL_025.basePlot.bgc","2016-08-03T19:39Z","2016-08-03T19:39Z","2017-01-09","HEAL_025-O-23.5-31.5-20160803",,"HEAL_025-O-23.5-31.5-20160803-PH","NEON.DOC.014048vG","O",5.74,5.05,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"6cc5c48e-e71c-43af-bc11-af0bd4000f2c","D19","HEAL","HEAL_011","HEAL_011.basePlot.bgc","2016-08-03T22:22Z","2016-08-03T22:22Z","2017-01-09","HEAL_011-O-2-35.5-20160803",,"HEAL_011-O-2-35.5-20160803-PH","NEON.DOC.014048vG","O",5.79,3.60,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"7550c1b4-d71b-4c7d-8bd9-d33fc388adec","D19","HEAL","HEAL_011","HEAL_011.basePlot.bgc","2016-08-03T23:00Z","2016-08-03T23:00Z","2017-01-09","HEAL_011-O-17-7.5-20160803",,"HEAL_011-O-17-7.5-20160803-PH","NEON.DOC.014048vG","O",6.25,4.86,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"63cc2a93-aa5b-4390-a41a-86941e3151b8","D19","HEAL","HEAL_011","HEAL_011.basePlot.bgc","2016-08-03T23:40Z","2016-08-03T23:40Z","2017-01-09","HEAL_011-O-35-6.5-20160803",,"HEAL_011-O-35-6.5-20160803-PH","NEON.DOC.014048vG","O",6.42,4.90,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
