uid,domainID,siteID,plotID,namedLocation,plotType,nlcdClass,subplotID,coreCoordinateX,coreCoordinateY,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,startDate,collectDate,sampleTiming,biophysicalCriteria,eventID,standingWaterDepth,nTransBoutType,boutType,samplingImpractical,incubationMethod,incubationCondition,sampleID,sampleCode,toxicodendronPossible,horizon,horizonDetails,soilTemp,litterDepth,sampleTopDepth,sampleBottomDepth,sampleExtent,soilSamplingDevice,soilCoreCount,geneticSampleID,geneticSampleCode,geneticSampleCondition,geneticSamplePrepMethod,geneticArchiveSample1ID,geneticArchiveSample1Code,geneticArchiveSample2ID,geneticArchiveSample2Code,geneticArchiveSample3ID,geneticArchiveSample3Code,geneticArchiveSample4ID,geneticArchiveSample4Code,geneticArchiveSample5ID,geneticArchiveSample5Code,geneticArchiveSamplePrepMethod,geneticArchiveContainer,biomassID,biomassCode,biomassSampleCondition,remarks,collectedBy,dataQF
"451021ea-4926-4b60-b318-2e3b47dcf775","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,25.0,32.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T15:42Z","2018-07-09T20:03Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-O-25-32.5-20180709","A00000029183",,"O",,8.7,3.0,0.0,3.5,"entire",,,,,,,,,,,,,,,,,,,,,,,"anovella@battelleecology.org",
"49c77b52-7dcf-458f-b9f4-95adf8adb5ef","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,25.0,32.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T15:59Z","2018-07-09T20:07Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-M-25-32.5-20180709","A00000029184",,"M",,8.7,3.0,3.5,17.5,"obstruction",,,,,,,,,,,,,,,,,,,,,,"obstruction from rocks","anovella@battelleecology.org",
"bbacca80-a28a-438b-87cd-aba1a56e1a8c","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,2.5,37.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T16:43Z","2018-07-09T20:14Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-O-2.5-37.5-20180709","A00000029185",,"O",,10.6,3.0,0.0,1.5,"entire",,,,,,,,,,,,,,,,,,,,,,,"anovella@battelleecology.org",
"49e902ae-cf43-4f1b-a420-bd7d68914195","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,2.5,37.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T16:55Z","2018-07-09T20:15Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-M-2.5-37.5-20180709","A00000029186",,"M",,10.6,3.0,1.5,15.0,"obstruction",,,,,,,,,,,,,,,,,,,,,,"obstruction from rocks","anovella@battelleecology.org",
"a026e7e9-3f10-467a-b211-e3a97338c371","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,39.5,1.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T17:22Z","2018-07-09T19:49Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-O-39.5-1.5-20180709","A00000029181",,"O",,7.8,7.0,0.0,5.5,"entire",,,,,,,,,,,,,,,,,,,,,,,"anovella@battelleecology.org",
"1b93cf5a-dd13-4ed3-a61a-4a9810b47ec9","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","distributed","evergreenForest",,39.5,1.5,"WGS84",63.835171,-145.748058,20.1,544.8,0.10,"NEON.DOC.014048vK","2018-06-18T17:35Z","2018-07-09T19:56Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_006-M-39.5-1.5-20180709","A00000029182",,"M",,7.8,7.0,5.5,10.3,"obstruction",,,,,,,,,,,,,,,,,,,,,,"obstruction from rocks","anovella@battelleecology.org",
"ecce849f-8bd6-4718-881c-e96c3f591aa9","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","distributed","evergreenForest",,14.0,9.0,"WGS84",63.831139,-145.747612,20.2,544.3,0.15,"NEON.DOC.014048vK","2018-06-18T19:04Z","2018-07-09T19:22Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_014-O-14-9-20180709","A00000029173",,"O",,7.5,1.0,0.0,5.5,"entire",,,,,,,,,,,,,,,,,,,,,,,"kring@battelleecology.org",
"e7432723-0917-4116-922c-54e1dbe84edf","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","distributed","evergreenForest",,14.0,9.0,"WGS84",63.831139,-145.747612,20.2,544.3,0.15,"NEON.DOC.014048vK","2018-06-18T19:05Z","2018-07-09T19:27Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_014-M-14-9-20180709","A00000029174",,"M",,7.5,1.0,5.5,29.5,"maximum",,,,,,,,,,,,,,,,,,,,,,,"kring@battelleecology.org",
"325924ed-8be2-4a11-8061-aaa4efd4ed67","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","distributed","evergreenForest",,21.0,9.5,"WGS84",63.831139,-145.747612,20.2,544.3,0.15,"NEON.DOC.014048vK","2018-06-18T19:32Z","2018-07-09T19:14Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_014-O-21-9.5-20180709","A00000029171",,"O",,7.9,3.0,0.0,5.0,"entire",,,,,,,,,,,,,,,,,,,,,,,"kring@battelleecology.org",
"752d3190-6d0f-487d-9cf0-97b26bc9cd91","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","distributed","evergreenForest",,21.0,9.5,"WGS84",63.831139,-145.747612,20.2,544.3,0.15,"NEON.DOC.014048vK","2018-06-18T19:39Z","2018-07-09T19:07Z","peakGreenness",,,0.0,"tFinal","fieldOnly",,"covered core","OK","DEJU_014-M-21-9.5-20180709","A00000029172",,"M",,7.9,3.0,5.0,19.0,"obstruction",,,,,,,,,,,,,,,,,,,,,,"Obstruction from rocks","kring@battelleecology.org",
