uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF
"def8a07e-d9a2-4b8b-a34d-19d08445a3a7","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T17:42Z","2017-08-17T06:47Z","TOOL_043-O-5-7-20170816",,"TOOL_043-O-5-7-20170816","NEON.DOC.014048vJ","O",,"2017-08-21T00:02Z",1.060,5.960,2.300,2.952,0.253,,,"Kjorgenson@battelleecology.org",
"8da4ecbf-657d-4e76-a6a5-46f99c0f2412","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T17:50Z","2017-08-17T07:06Z","TOOL_041-O-13-5.5-20170816",,"TOOL_041-O-13-5.5-20170816","NEON.DOC.014048vJ","O",,"2017-08-21T00:02Z",1.100,6.030,2.340,2.976,0.252,,,"Kjorgenson@battelleecology.org",
"187d578b-ba5e-4c07-8897-aa471814a020","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T18:30Z","2017-08-17T06:50Z","TOOL_043-M-5-7-20170816",,"TOOL_043-M-5-7-20170816","NEON.DOC.014048vJ","M",,"2017-08-21T00:02Z",1.060,11.070,9.300,0.215,0.823,,,"Kjorgenson@battelleecology.org",
"2ff143b0-2d35-4c5e-97c1-fbbed71324f2","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T18:38Z","2017-08-17T07:18Z","TOOL_041-O-4.5-27-20170816",,"TOOL_041-O-4.5-27-20170816","NEON.DOC.014048vJ","O",,"2017-08-21T00:02Z",1.090,6.050,2.800,1.901,0.345,,,"Kjorgenson@battelleecology.org",
"e78505a1-dfa8-4564-bdfc-164ca2f48684","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T18:54Z","2017-08-17T07:20Z","TOOL_041-M-4.5-27-20170816",,"TOOL_041-M-4.5-27-20170816","NEON.DOC.014048vJ","M",,"2017-08-21T00:02Z",1.100,11.060,7.040,0.677,0.596,,,"Kjorgenson@battelleecology.org",
"b1eda996-d2fc-417f-8ed9-0e0a523210d3","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T18:58Z","2017-08-17T06:53Z","TOOL_043-O-7.5-31-20170816",,"TOOL_043-O-7.5-31-20170816","NEON.DOC.014048vJ","O",,"2017-08-21T00:02Z",1.100,6.040,1.950,4.812,0.172,,,"Kjorgenson@battelleecology.org",
"43ff79e5-9691-4809-b66c-f705c1692c1f","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T19:37Z","2017-08-17T06:55Z","TOOL_043-O-32.5-27-20170816",,"TOOL_043-O-32.5-27-20170816","NEON.DOC.014048vJ","O",,"2017-08-21T00:02Z",1.040,6.050,2.850,1.768,0.361,,,"Kjorgenson@battelleecology.org",
"550ae34d-0144-44b8-9c5b-910dba253298","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T20:00Z","2017-08-17T07:27Z","TOOL_041-O-36.5-26-20170816",,"TOOL_041-O-36.5-26-20170816","NEON.DOC.014048vJ","O","2017-08-17T08:00Z","2017-08-21T00:02Z",1.070,6.080,2.430,2.684,0.271,,,"Jormerod@battelleecology.org",
"efffefaf-36b5-4c4c-9540-b68d0bbe4132","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T20:51Z","2017-08-16T17:45Z","TOOL_042-O-9.5-15-20170816",,"TOOL_042-O-9.5-15-20170816","NEON.DOC.014048vJ","O","2017-08-17T00:34Z","2017-08-21T00:02Z",1.080,6.190,1.630,8.291,0.108,,,"Kjorgenson@battelleecology.org",
"5e04ee62-b0b7-4d06-b5ab-abf1b4c95fe2","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T21:09Z","2017-08-16T17:58Z","TOOL_042-M-9.5-15-20170816",,"TOOL_042-M-9.5-15-20170816","NEON.DOC.014048vJ","M","2017-08-17T00:34Z","2017-08-21T00:02Z",1.040,11.200,7.720,0.521,0.657,,,"Kjorgenson@battelleecology.org",
