uid,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,samplingProtocolVersion,sampleID,sampleCode,kclSampleID,kclSampleCode,incubationPairID,nTransBoutType,incubationLength,extractionStartDate,kclReferenceID,soilFreshMass,kclVolume,extractionEndDate,sampleCondition,remarks,processedBy,recordedBy,dataQF
"75fc72cf-0b20-493b-8c68-833d149e177b","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T19:28Z","2022-07-17T19:28Z","NEON.DOC.014048vO","TOOL_005-O-41-20220717","A00000309449","TOOL_005-O-41-20220717-KCL","B00000146623","TOOL_005-O-41-peakGreenness-2022","tInitial",0.00,"2022-07-18T22:56Z","TOOL-20220718-BREF1",10.00,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"1d0044db-76d4-4a8d-b82a-55962b97e8c0","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:10Z","2022-07-17T20:10Z","NEON.DOC.014048vO","TOOL_005-O-23-20220717","A00000309450","TOOL_005-O-23-20220717-KCL","B00000146643","TOOL_005-O-23-peakGreenness-2022","tInitial",0.00,"2022-07-18T22:59Z","TOOL-20220718-BREF1",9.99,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"3c25a83f-26bd-44ab-8de5-c5506ba1eda8","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:10Z","2022-07-17T20:10Z","NEON.DOC.014048vO","TOOL_005-M-23-20220717","A00000309472","TOOL_005-M-23-20220717-KCL","B00000146644","TOOL_005-M-23-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:04Z","TOOL-20220718-BREF1",9.97,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"5027a818-a2c3-4489-9fc5-dbb7f08e98ef","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:38Z","2022-07-17T20:38Z","NEON.DOC.014048vO","TOOL_005-O-21-20220717","A00000309451","TOOL_005-O-21-20220717-KCL","B00000127855","TOOL_005-O-21-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:02Z","TOOL-20220718-BREF1",10.02,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"103189c3-268e-4f04-bd45-f0679514a49a","TOOL_005.basePlot.bgc","D18","TOOL","TOOL_005","distributed","2022-07-17T20:56Z","2022-07-17T20:56Z","NEON.DOC.014048vO","TOOL_005-M-21-20220717","A00000309473","TOOL_005-M-21-20220717-KCL","B00000127856","TOOL_005-M-21-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:08Z","TOOL-20220718-BREF1",10.02,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"ec388faf-0c7d-4e53-8421-35e632160f24","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-17T23:26Z","2022-07-17T23:26Z","NEON.DOC.014048vO","TOOL_043-O-23-20220717","A00000309438","TOOL_043-O-23-20220717-KCL","B00000146635","TOOL_043-O-23-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:30Z","TOOL-20220718-BREF1",10.02,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"830c839c-8f7a-4cfc-836f-720d7609021b","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-17T23:26Z","2022-07-17T23:26Z","NEON.DOC.014048vO","TOOL_043-M-23-20220717","A00000309748","TOOL_043-M-23-20220717-KCL","B00000146636","TOOL_043-M-23-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:37Z","TOOL-20220718-BREF1",9.95,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"3c4d6d77-5301-41d8-b8e7-9d52d43dc407","TOOL_041.basePlot.bgc","D18","TOOL","TOOL_041","tower","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","TOOL_041-M-41-20220717","A00000309753","TOOL_041-M-41-20220717-KCL","B00000146620","TOOL_041-M-41-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:09Z","TOOL-20220718-BREF1",10.03,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"ef800b7c-c4ac-4c14-bdcf-fd4357116479","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","TOOL_043-M-39-20220717","A00000309747","TOOL_043-M-39-20220717-KCL","B00000146616","TOOL_043-M-39-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:28Z","TOOL-20220718-BREF1",10.03,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
"9322a25f-5c8e-4be8-931e-833f05eb5a31","TOOL_043.basePlot.bgc","D18","TOOL","TOOL_043","tower","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","TOOL_043-O-39-20220717","A00000309437","TOOL_043-O-39-20220717-KCL","B00000146615","TOOL_043-O-39-peakGreenness-2022","tInitial",0.00,"2022-07-18T23:35Z","TOOL-20220718-BREF1",9.99,100.0,"2022-07-19T02Z","OK",,"0000-0001-6493-4425","0000-0002-3309-2269",
