uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF
"c08aba30-bd95-421a-bf06-2264d9fc0599","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T19:28Z","2022-07-17T19:28Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_005-O-41-20220717","A00000309449","TOOL_005-O-41-20220717-CN","A00000310227","TOOL_005-O-41-20220717-BA","A00000349181",20.5,"N","OK",,"0000-0002-3309-2269",
"35fd5ebc-e91a-44b1-9714-e07c4f9c3ff1","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:54Z","TOOL_005-M-23-20220717","A00000309472","TOOL_005-M-23-20220717-CN","A00000307979","TOOL_005-M-23-20220717-BA","A00000349180",112.4,"N","OK",,"0000-0002-3309-2269",
"b4ab10a0-6b03-4eb3-b982-65cc3c54f75e","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:10Z","2022-07-17T20:10Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_005-O-23-20220717","A00000309450","TOOL_005-O-23-20220717-CN","A00000310284","TOOL_005-O-23-20220717-BA","A00000349183",19.7,"N","OK",,"0000-0002-3309-2269",
"3885b756-9962-44d5-a221-41611c8726f1","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:38Z","2022-07-17T20:38Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:50Z","TOOL_005-O-21-20220717","A00000309451","TOOL_005-O-21-20220717-CN","A00000310210","TOOL_005-O-21-20220717-BA","A00000349185",34.5,"N","OK",,"0000-0002-3309-2269",
"f8b29657-31a0-4437-9094-dd158ebebd96","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2022-07-17T20:56Z","2022-07-17T20:56Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_005-M-21-20220717","A00000309473","TOOL_005-M-21-20220717-CN","A00000310211","TOOL_005-M-21-20220717-BA","A00000349179",137.9,"N","OK",,"0000-0002-3309-2269",
"f0ee1d2e-635a-457a-abb9-9ef4aab00a80","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_043-O-23-20220717","A00000309438","TOOL_043-O-23-20220717-CN","A00000310243","TOOL_043-O-23-20220717-BA","A00000349207",29.4,"N","OK",,"0000-0002-3309-2269",
"0559b9f0-26a1-4363-82e0-17518af58f58","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-17T23:26Z","2022-07-17T23:26Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:53Z","TOOL_043-M-23-20220717","A00000309748","TOOL_043-M-23-20220717-CN","A00000307975","TOOL_043-M-23-20220717-BA","A00000349204",63.9,"N","OK",,"0000-0002-3309-2269",
"66ef9263-3fa7-4b62-a17c-5f0503299adf","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_041-M-41-20220717","A00000309753","TOOL_041-M-41-20220717-CN","A00000310247","TOOL_041-M-41-20220717-BA","A00000349196",105.8,"N","OK",,"0000-0002-3309-2269",
"f35b9a0a-d655-482c-ac02-44b49bf2c9a8","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_043-M-39-20220717","A00000309747","TOOL_043-M-39-20220717-CN","A00000307973","TOOL_043-M-39-20220717-BA","A00000349205",120.0,"N","OK",,"0000-0002-3309-2269",
"b9307635-5d6c-4970-9dd3-0c4151950578","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:15Z","2022-07-18T00:15Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_043-O-39-20220717","A00000309437","TOOL_043-O-39-20220717-CN","A00000310258","TOOL_043-O-39-20220717-BA","A00000349208",38.7,"N","OK",,"0000-0002-3309-2269",
"69946eef-29a0-4754-a613-6ac20db8828c","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:45Z","2022-07-18T00:45Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_041-O-23-20220717","A00000309444","TOOL_041-O-23-20220717-CN","A00000310248","TOOL_041-O-23-20220717-BA","A00000349195",34.3,"N","OK",,"0000-0002-3309-2269",
"4d8404a7-dd4c-49f5-af2b-4d01f7bc2b38","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:45Z","2022-07-18T00:45Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_041-M-23-20220717","A00000309754","TOOL_041-M-23-20220717-CN","A00000310253","TOOL_041-M-23-20220717-BA","A00000349192",96.9,"N","OK",,"0000-0002-3309-2269",
"b7627e26-acfb-45c6-a610-e47658920a08","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2022-07-18T00:52Z","2022-07-18T00:52Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_043-O-21-20220717","A00000309439","TOOL_043-O-21-20220717-CN","A00000310224","TOOL_043-O-21-20220717-BA","A00000349206",17.6,"N","OK",,"0000-0002-3309-2269",
"bdcdcd43-4f68-4abe-a5e3-145280751966","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:54Z","2022-07-18T00:54Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:51Z","TOOL_041-O-21-20220717","A00000309445","TOOL_041-O-21-20220717-CN","A00000310237","TOOL_041-O-21-20220717-BA","A00000349194",22.8,"N","OK",,"0000-0002-3309-2269",
"83d0d621-d3c2-44e7-ace3-7f937ea17643","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2022-07-18T00:58Z","2022-07-18T00:58Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:54Z","TOOL_041-M-21-20220717","A00000309755","TOOL_041-M-21-20220717-CN","A00000307977",,,,"N","OK",,"0000-0002-3309-2269",
"d9406c10-7cfe-4f85-a36b-a76c809ddcca","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T01:48Z","2022-07-18T01:48Z","NEON.DOC.014048vO","O","2022-07-19T00:48Z","2022-07-22T14:52Z","TOOL_042-O-39-20220717","A00000309441","TOOL_042-O-39-20220717-CN","A00000310245","TOOL_042-O-39-20220717-BA","A00000349201",33.8,"N","OK",,"0000-0002-3309-2269",
"97f2321c-3f6b-47db-9890-a2899f5a6a21","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T02:11Z","2022-07-18T02:11Z","NEON.DOC.014048vO","O","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_042-O-21-20220717","A00000309442","TOOL_042-O-21-20220717-CN","A00000310222","TOOL_042-O-21-20220717-BA","A00000349200",32.6,"N","OK",,"0000-0002-3309-2269",
"ad73bec5-5290-4666-99c2-e279948907dc","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2022-07-18T02:11Z","2022-07-18T02:11Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:52Z","TOOL_042-M-21-20220717","A00000309752","TOOL_042-M-21-20220717-CN","A00000307980","TOOL_042-M-21-20220717-BA","A00000349197",76.9,"N","OK",,"0000-0002-3309-2269",
"262b4ed7-e321-432a-a1fe-b4a66de7b789","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2022-07-18T02:20Z","2022-07-18T02:20Z","NEON.DOC.014048vO","M","2022-07-19T00:00Z","2022-07-22T14:53Z","TOOL_044-M-39-20220717","A00000309745","TOOL_044-M-39-20220717-CN","A00000307974","TOOL_044-M-39-20220717-BA","A00000349211",67.8,"N","OK",,"0000-0002-3309-2269",
