uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"b591b05b-899c-4600-9157-5facb8c1f654","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2016-08-16T21:00Z","2016-08-16T21:00Z","2017-01-23","DEJU_045-O-6.5-17.5-20160816",,"DEJU_045-O-6.5-17.5-20160816-PH","NEON.DOC.014048vG","O",5.31,3.88,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"3c4c822e-1930-4111-b9f0-d4510f253afd","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2016-08-16T21:45Z","2016-08-16T21:45Z","2017-01-23","DEJU_045-O-39.5-13-20160816",,"DEJU_045-O-39.5-13-20160816-PH","NEON.DOC.014048vG","O",6.20,4.31,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"81d2072e-99d5-4b59-9ca0-2d9d9a031a2c","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2016-08-16T23:22Z","2016-08-16T23:22Z","2017-01-23","DEJU_047-O-1.5-12-20160816",,"DEJU_047-O-1.5-12-20160816-PH","NEON.DOC.014048vG","O",4.63,3.77,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"4671baa9-ae33-4b30-a98d-a18d2be35580","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2016-08-16T23:50Z","2016-08-16T23:50Z","2017-01-23","DEJU_047-O-39.5-9-20160816",,"DEJU_047-O-39.5-9-20160816-PH","NEON.DOC.014048vG","O",5.37,3.81,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"841fda7e-3b58-4c13-8da5-99b24b335e8c","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2016-08-17T00:32Z","2016-08-17T00:32Z","2017-01-23","DEJU_047-O-30.5-29.5-20160816",,"DEJU_047-O-30.5-29.5-20160816-PH","NEON.DOC.014048vG","O",5.58,4.36,2.5,20.0,8.0,2.5,20.0,8.0,"QC0. Duplicate measurements were taken for this sample according to version G of the soil protocol. Values were averaged.","kschroder@neoninc.org",
"96f4853c-8e0f-45c0-8b08-1e29c18adbdb","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2016-08-17T01:15Z","2016-08-17T01:15Z","2017-01-23","DEJU_045-O-33-31.5-20160816",,"DEJU_045-O-33-31.5-20160816-PH","NEON.DOC.014048vG","O",6.03,4.05,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"4464f10d-9025-4ee1-bd3d-3f11527855a0","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2016-08-17T18:00Z","2016-08-17T18:00Z","2017-01-23","DEJU_046-O-1.5-22.5-20160817",,"DEJU_046-O-1.5-22.5-20160817-PH","NEON.DOC.014048vG","O",4.32,3.58,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"d6a65f19-45d0-4d8a-9b9f-7c72c52b0d8b","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2016-08-17T18:35Z","2016-08-17T18:35Z","2017-01-23","DEJU_046-O-20.5-39-20160817",,"DEJU_046-O-20.5-39-20160817-PH","NEON.DOC.014048vG","O",5.55,4.37,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"82187b40-2828-46ff-baa2-b95ddf57ab5b","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2016-08-17T18:55Z","2016-08-17T18:55Z","2017-01-23","DEJU_046-O-33.5-11.5-20160817",,"DEJU_046-O-33.5-11.5-20160817-PH","NEON.DOC.014048vG","O",4.77,3.77,2.5,20.0,8.0,2.5,20.0,8.0,"Duplicate measurements were taken for this sample according to version G of the soil protocol. Values were averaged.","kschroder@neoninc.org",
"4906ec02-1c9d-4df7-b1c1-8d9a48a8ac3e","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2016-08-17T20:15Z","2016-08-17T20:15Z","2017-01-23","DEJU_048-O-15.5-39-20160817",,"DEJU_048-O-15.5-39-20160817-PH","NEON.DOC.014048vG","O",4.14,3.55,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"d01307d0-b096-4c02-b31c-737d8d47ebb9","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2016-08-17T20:35Z","2016-08-17T20:35Z","2017-01-23","DEJU_048-O-26-36.5-20160817",,"DEJU_048-O-26-36.5-20160817-PH","NEON.DOC.014048vG","O",4.96,3.72,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"71cc0e2c-1464-4b1d-8259-d8c2d1aa22fb","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2016-08-17T21:00Z","2016-08-17T21:00Z","2017-01-23","DEJU_048-O-22-4-20160817",,"DEJU_048-O-22-4-20160817-PH","NEON.DOC.014048vG","O",4.27,3.58,2.5,20.0,8.0,2.5,20.0,8.0,"Duplicate measurements were taken for this sample according to version G of the soil protocol. Values were averaged.","kschroder@neoninc.org",
"f5fd2f0a-a69c-4b2a-976a-6944b2f6eae1","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2016-08-17T21:10Z","2016-08-17T21:10Z","2017-01-23","DEJU_001-O-38.5-9.5-20160817",,"DEJU_001-O-38.5-9.5-20160817-PH","NEON.DOC.014048vG","O",5.04,4.02,2.5,20.0,8.0,2.5,20.0,8.0,"QC0. Duplicate measurements were taken for this sample according to version G of the soil protocol. Values were averaged.","kschroder@neoninc.org",
"1c41bcc1-c50f-40db-8cbd-b3c051fa6ab2","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2016-08-17T21:30Z","2016-08-17T21:30Z","2017-01-23","DEJU_001-O-30.5-31.5-20160817",,"DEJU_001-O-30.5-31.5-20160817-PH","NEON.DOC.014048vG","O",4.21,3.39,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"a3d81a51-645f-47dc-a0f0-f8a57a5d05d6","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2016-08-17T21:50Z","2016-08-17T21:50Z","2017-01-23","DEJU_001-O-4.5-31.5-20160817",,"DEJU_001-O-4.5-31.5-20160817-PH","NEON.DOC.014048vG","O",4.85,3.81,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"6c351a4a-d67f-4b9b-a509-a774028ec4b3","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2016-08-18T17:00Z","2016-08-18T17:00Z","2017-01-23","DEJU_014-O-30-38.5-20160818",,"DEJU_014-O-30-38.5-20160818-PH","NEON.DOC.014048vG","O",6.01,5.12,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"c75d6c10-680e-4e40-971e-ad01ec087d7e","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2016-08-18T17:30Z","2016-08-18T17:30Z","2017-01-23","DEJU_014-O-28.5-7.5-20160818",,"DEJU_014-O-28.5-7.5-20160818-PH","NEON.DOC.014048vG","O",5.29,4.13,2.5,20.0,8.0,2.5,20.0,8.0,"Duplicate measurements were taken for this sample according to version G of the soil protocol. Values were averaged.","kschroder@neoninc.org",
"4ef47f76-1503-40fd-baa9-c90ef15e2466","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2016-08-18T18:00Z","2016-08-18T18:00Z","2017-01-23","DEJU_014-O-3.5-0.5-20160818",,"DEJU_014-O-3.5-0.5-20160818-PH","NEON.DOC.014048vG","O",6.11,4.49,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"9e6c5cbe-6135-4f9e-9892-25e50ea983f8","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2016-08-18T19:35Z","2016-08-18T19:35Z","2017-01-23","DEJU_009-O-38-36-20160818",,"DEJU_009-O-38-36-20160818-PH","NEON.DOC.014048vG","O",4.23,3.52,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"b82351a5-9f8f-44b3-af77-e0b03a85f1c0","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2016-08-18T20:09Z","2016-08-18T20:09Z","2017-01-23","DEJU_009-O-10-9.5-20160818",,"DEJU_009-O-10-9.5-20160818-PH","NEON.DOC.014048vG","O",4.40,3.45,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"8e27b1e4-0b62-4551-a54e-328c1549576e","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2016-08-18T20:34Z","2016-08-18T20:34Z","2017-01-23","DEJU_009-O-7.5-34.5-20160818",,"DEJU_009-O-7.5-34.5-20160818-PH","NEON.DOC.014048vG","O",4.06,3.37,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"49f138c7-fb10-41f2-adad-ee2277d409d5","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2016-08-30T20:41Z","2016-08-30T20:41Z","2017-01-23","DEJU_006-O-5-3-20160830",,"DEJU_006-O-5-3-20160830-PH","NEON.DOC.014048vG","O",6.52,5.55,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"bf4befb6-8a03-42e2-a2ff-8b0736b062db","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2016-08-30T21:10Z","2016-08-30T21:10Z","2017-01-23","DEJU_006-O-1-32-20160830",,"DEJU_006-O-1-32-20160830-PH","NEON.DOC.014048vG","O",4.72,3.88,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"f43f034e-0160-4d09-bb25-37f991fc4737","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2016-08-30T21:33Z","2016-08-30T21:33Z","2017-01-23","DEJU_006-O-24-34.5-20160830",,"DEJU_006-O-24-34.5-20160830-PH","NEON.DOC.014048vG","O",4.46,3.57,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"814f590e-c499-4947-974b-75c4b1c19ec4","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2016-08-30T22:53Z","2016-08-30T22:53Z","2017-01-23","DEJU_002-O-15.5-9.5-20160830",,"DEJU_002-O-15.5-9.5-20160830-PH","NEON.DOC.014048vG","O",5.45,4.45,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"78568fc2-163e-48cd-b35a-298b6b0ba66c","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2016-08-30T23:22Z","2016-08-30T23:22Z","2017-01-23","DEJU_002-O-35-16.5-20160830",,"DEJU_002-O-35-16.5-20160830-PH","NEON.DOC.014048vG","O",5.23,4.31,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"b8fa48a0-5fbc-472a-a52f-515d0fcaa476","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2016-08-30T23:45Z","2016-08-30T23:45Z","2017-01-23","DEJU_002-O-4-34-20160830",,"DEJU_002-O-4-34-20160830-PH","NEON.DOC.014048vG","O",5.40,4.22,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"524543c7-a7ff-4bf9-9e01-1b39925802b6","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2016-08-31T01:00Z","2016-08-31T01:00Z","2017-01-23","DEJU_015-O-8.5-18.5-20160830",,"DEJU_015-O-8.5-18.5-20160830-PH","NEON.DOC.014048vG","O",4.92,3.36,2.5,20.0,8.0,2.5,20.0,8.0,"QC0","kschroder@neoninc.org",
"1a165cf1-5ab6-4ab8-8d96-b60c0ebb8185","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2016-08-31T01:25Z","2016-08-31T01:25Z","2017-01-23","DEJU_015-O-10-30.5-20160830",,"DEJU_015-O-10-30.5-20160830-PH","NEON.DOC.014048vG","O",6.35,3.97,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
"2d370167-881c-4ecb-87d0-ab81d7d29c51","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2016-08-31T01:42Z","2016-08-31T01:42Z","2017-01-23","DEJU_015-O-35-14.5-20160830",,"DEJU_015-O-35-14.5-20160830-PH","NEON.DOC.014048vG","O",5.10,3.78,2.5,20.0,8.0,2.5,20.0,8.0,,"kschroder@neoninc.org",
