uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"d9cc2fdb-3bfa-4d43-9666-f6fd04085004","D19","DEJU","DEJU_045","DEJU_045.basePlot.bgc","2016-08-16T21:00Z","2016-08-17T01:15Z",,"NEON.DOC.014048vJ","DEJU_045-O-6.5-17.5-20160816|DEJU_045-O-39.5-13-20160816|DEJU_045-O-33-31.5-20160816","DEJU_045-O-20160816-COMP",,"OK","sfrost@battelleecology.org",,
"46b88c69-f3c1-48fe-886d-75b1db14fd3a","D19","DEJU","DEJU_047","DEJU_047.basePlot.bgc","2016-08-16T23:22Z","2016-08-17T00:32Z",,"NEON.DOC.014048vJ","DEJU_047-O-39.5-9-20160816|DEJU_047-O-30.5-29.5-20160816|DEJU_047-O-1.5-12-20160816","DEJU_047-O-20160816-COMP",,"OK","sfrost@battelleecology.org",,
"f71c8752-d2e2-4b7a-8a80-6fc7a3f73709","D19","DEJU","DEJU_046","DEJU_046.basePlot.bgc","2016-08-17T18:00Z","2016-08-17T18:55Z",,"NEON.DOC.014048vJ","DEJU_046-O-1.5-22.5-20160817|DEJU_046-O-20.5-39-20160817|DEJU_046-O-33.5-11.5-20160817","DEJU_046-O-20160817-COMP",,"OK","sfrost@battelleecology.org",,
"8c14a643-bf5b-4090-88e7-218ecc1c57e3","D19","DEJU","DEJU_048","DEJU_048.basePlot.bgc","2016-08-17T20:15Z","2016-08-17T21:00Z",,"NEON.DOC.014048vJ","DEJU_048-O-26-36.5-20160817|DEJU_048-O-22-4-20160817|DEJU_048-O-15.5-39-20160817","DEJU_048-O-20160817-COMP",,"OK","sfrost@battelleecology.org",,
"ef420514-c686-4698-81c9-7c6111a39356","D19","DEJU","DEJU_001","DEJU_001.basePlot.bgc","2016-08-17T21:10Z","2016-08-17T21:50Z",,"NEON.DOC.014048vJ","DEJU_001-O-30.5-31.5-20160817|DEJU_001-O-38.5-9.5-20160817|DEJU_001-O-4.5-31.5-20160817","DEJU_001-O-20160817-COMP",,"OK","sfrost@battelleecology.org",,
"ef3a7bde-846e-44e2-ba58-7bbca777b69b","D19","DEJU","DEJU_014","DEJU_014.basePlot.bgc","2016-08-18T17:00Z","2016-08-18T18:00Z",,"NEON.DOC.014048vJ","DEJU_014-O-28.5-7.5-20160818|DEJU_014-O-30-38.5-20160818|DEJU_014-O-3.5-0.5-20160818","DEJU_014-O-20160818-COMP",,"OK","sfrost@battelleecology.org",,
"46ede934-5a20-4072-8f7e-7ac3e55592d4","D19","DEJU","DEJU_009","DEJU_009.basePlot.bgc","2016-08-18T19:35Z","2016-08-18T20:34Z",,"NEON.DOC.014048vJ","DEJU_009-O-10-9.5-20160818|DEJU_009-O-7.5-34.5-20160818|DEJU_009-O-38-36-20160818","DEJU_009-O-20160818-COMP",,"OK","sfrost@battelleecology.org",,
"05113b2f-6716-4227-8069-8e4f41d8b573","D19","DEJU","DEJU_006","DEJU_006.basePlot.bgc","2016-08-30T20:41Z","2016-08-30T21:33Z",,"NEON.DOC.014048vJ","DEJU_006-O-1-32-20160830|DEJU_006-O-24-34.5-20160830|DEJU_006-O-5-3-20160830","DEJU_006-O-20160830-COMP",,"OK","sfrost@battelleecology.org",,
"83c5e897-2564-4a8b-a0aa-63102eb05e1c","D19","DEJU","DEJU_002","DEJU_002.basePlot.bgc","2016-08-30T22:53Z","2016-08-30T23:45Z",,"NEON.DOC.014048vJ","DEJU_002-O-35-16.5-20160830|DEJU_002-O-4-34-20160830|DEJU_002-O-15.5-9.5-20160830","DEJU_002-O-20160830-COMP",,"OK","sfrost@battelleecology.org",,
"6d482c94-308e-4034-87a1-6ad2dab2f5a3","D19","DEJU","DEJU_015","DEJU_015.basePlot.bgc","2016-08-31T01:00Z","2016-08-31T01:42Z",,"NEON.DOC.014048vJ","DEJU_015-O-8.5-18.5-20160830|DEJU_015-O-10-30.5-20160830|DEJU_015-O-35-14.5-20160830","DEJU_015-O-20160830-COMP",,"OK","sfrost@battelleecology.org",,
