uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"828a582b-4576-4188-a774-a64a7646ffa2","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T01:30Z","2016-07-26T01:30Z","2017-01-09","HEAL_048-O-6.5-19.5-20160725",,"HEAL_048-O-6.5-19.5-20160725-PH","NEON.DOC.014048vG","O",6.04,3.70,2.5,40.0,16.0,2.5,40.0,16.0,"Above pH values averages of duplicate readings taken according to 2016 version of soil protocol.","kschroder@neoninc.org",
"730e0a95-0835-44d4-b4bc-601e1721b958","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T02:00Z","2016-07-26T02:00Z","2017-01-09","HEAL_048-O-27.5-8-20160725",,"HEAL_048-O-27.5-8-20160725-PH","NEON.DOC.014048vG","O",4.72,3.65,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"152184b5-7c48-4fde-b588-29a29543de6e","D19","HEAL","HEAL_048","HEAL_048.basePlot.bgc","2016-07-26T03:00Z","2016-07-26T03:00Z","2017-01-09","HEAL_048-O-30-35.5-20160725",,"HEAL_048-O-30-35.5-20160725-PH","NEON.DOC.014048vG","O",5.69,3.97,2.5,40.0,16.0,2.5,40.0,16.0,"QC0. Above pH values averages of duplicate readings taken according to 2016 version of soil protocol.","kschroder@neoninc.org",
"762d1e98-2909-44ef-984f-b2ac36e7b64b","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T18:20Z","2016-07-26T18:20Z","2017-01-09","HEAL_047-O-12-7-20160726",,"HEAL_047-O-12-7-20160726-PH","NEON.DOC.014048vG","O",5.98,3.99,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"f3d5f672-db8a-4f86-bcd6-bd235e3b27bf","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T19:15Z","2016-07-26T19:15Z","2017-01-09","HEAL_047-O-33-0-20160726",,"HEAL_047-O-33-0-20160726-PH","NEON.DOC.014048vG","O",4.84,3.66,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"5a8c9033-9666-4265-930d-d93c8b2853cf","D19","HEAL","HEAL_047","HEAL_047.basePlot.bgc","2016-07-26T19:45Z","2016-07-26T19:45Z","2017-01-09","HEAL_047-O-32-20.5-20160726",,"HEAL_047-O-32-20.5-20160726-PH","NEON.DOC.014048vG","O",5.83,4.18,2.5,40.0,15.9,2.5,40.0,16.0,,"kschroder@neoninc.org",
"0a4adc79-e2b7-4821-8285-4ffeb5560ab8","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T21:45Z","2016-07-26T21:45Z","2017-01-09","HEAL_046-O-30-11.5-20160726",,"HEAL_046-O-30-11.5-20160726-PH","NEON.DOC.014048vG","O",4.45,3.37,2.5,40.0,16.0,2.5,40.0,16.0,"QC0","kschroder@neoninc.org",
"2583030a-f054-44d0-9416-873a1b50c2d0","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T22:20Z","2016-07-26T22:20Z","2017-01-09","HEAL_046-O-31-38-20160726",,"HEAL_046-O-31-38-20160726-PH","NEON.DOC.014048vG","O",6.42,4.84,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
"0906272c-67d2-44e1-88bf-5005016cdd4e","D19","HEAL","HEAL_046","HEAL_046.basePlot.bgc","2016-07-26T23:10Z","2016-07-26T23:10Z","2017-01-09","HEAL_046-O-1.5-24.5-20160726",,"HEAL_046-O-1.5-24.5-20160726-PH","NEON.DOC.014048vG","O",5.18,3.79,2.5,40.0,16.0,2.5,40.0,16.0,"Above pH values averages of duplicate readings taken according to 2016 version of soil protocol.","kschroder@neoninc.org",
"89f10a81-41f4-4daf-b2af-01d341a8a5da","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T17:20Z","2016-07-27T17:20Z","2017-01-09","HEAL_045-O-19-7.5-20160727",,"HEAL_045-O-19-7.5-20160727-PH","NEON.DOC.014048vG","O",4.68,3.44,2.5,40.0,15.9,2.5,40.0,16.0,,"kschroder@neoninc.org",
"0f8db51b-0d5b-4f6d-b2e2-542aacd13633","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T17:53Z","2016-07-27T17:53Z","2017-01-09","HEAL_045-O-22.5-8-20160727",,"HEAL_045-O-22.5-8-20160727-PH","NEON.DOC.014048vG","O",4.88,3.48,2.5,40.0,16.0,2.5,40.0,16.0,"QC0. Above pH values averages of duplicate readings taken according to 2016 version of soil protocol.","kschroder@neoninc.org",
"72d99707-fc11-47ab-a1ca-4684bf5e35b2","D19","HEAL","HEAL_045","HEAL_045.basePlot.bgc","2016-07-27T18:16Z","2016-07-27T18:16Z","2017-01-09","HEAL_045-O-28.5-36-20160727",,"HEAL_045-O-28.5-36-20160727-PH","NEON.DOC.014048vG","O",4.68,3.46,2.5,40.0,16.0,2.5,40.0,16.0,,"kschroder@neoninc.org",
