uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF
"6727a715-8424-436e-ade2-b2098aa04aeb","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T17:42Z","2017-07-19T17:42Z","2017-08-28","TOOL_043-O-5-7-20170719",,"TOOL_043-O-5-7-20170719-PH","NEON.DOC.014048vJ","O",4.51,3.45,5.0,50.0,10.0,5.0,50.0,10.0,,"Jormerod@battelleecology.org",
"e4b34132-2522-43f6-aae1-6e1efb36e52d","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T17:50Z","2017-07-19T17:50Z","2017-08-28","TOOL_041-O-13-5.5-20170719",,"TOOL_041-O-13-5.5-20170719-PH","NEON.DOC.014048vJ","O",5.55,4.81,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"ec6ea0c9-b3ae-4c80-885c-207f85bebe4a","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T18:30Z","2017-07-19T18:30Z","2017-08-28","TOOL_043-M-5-7-20170719",,"TOOL_043-M-5-7-20170719-PH","NEON.DOC.014048vJ","M",5.79,4.40,10.0,20.0,2.0,10.0,20.0,2.0,,"Jormerod@battelleecology.org",
"05be71c3-8386-4c2d-9dfe-94b9b372ef12","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T18:38Z","2017-07-19T18:38Z","2017-08-28","TOOL_041-O-4.5-27-20170719",,"TOOL_041-O-4.5-27-20170719-PH","NEON.DOC.014048vJ","O",4.78,3.69,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"cc978ae5-844a-4630-b64b-18b6dde94c10","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T18:58Z","2017-07-19T18:58Z","2017-08-28","TOOL_043-O-7.5-31-20170719",,"TOOL_043-O-7.5-31-20170719-PH","NEON.DOC.014048vJ","O",5.51,4.97,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"dd437f3b-0c37-40ae-a759-c1e1253ee44d","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T19:37Z","2017-07-19T19:37Z","2017-08-28","TOOL_043-O-32.5-27-20170719",,"TOOL_043-O-32.5-27-20170719-PH","NEON.DOC.014048vJ","O",5.51,4.34,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"fa53bd7d-9926-423c-9866-d8e14088936f","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T20:00Z","2017-07-19T20:00Z","2017-08-28","TOOL_041-O-36.5-26-20170719",,"TOOL_041-O-36.5-26-20170719-PH","NEON.DOC.014048vJ","O",5.69,4.96,5.0,20.0,4.0,5.0,20.0,4.0,,"Jormerod@battelleecology.org",
"0b549f4e-3090-496e-b7fc-71afb66dddab","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T20:51Z","2017-07-19T20:51Z","2017-08-28","TOOL_042-O-9.5-15-20170719",,"TOOL_042-O-9.5-15-20170719-PH","NEON.DOC.014048vJ","O",5.57,4.82,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"82355ec7-8bd3-4a82-a44e-ccd1ad7f73cd","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T21:09Z","2017-07-19T21:09Z","2017-08-28","TOOL_042-M-9.5-15-20170719",,"TOOL_042-M-9.5-15-20170719-PH","NEON.DOC.014048vJ","M",5.67,4.70,10.0,20.0,2.0,10.0,20.0,2.0,,"Jormerod@battelleecology.org",
"3fc605d6-fa40-463c-b167-9d5bc874b714","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T21:52Z","2017-07-19T21:52Z","2017-08-28","TOOL_042-O-22-9.5-20170719",,"TOOL_042-O-22-9.5-20170719-PH","NEON.DOC.014048vJ","O",5.29,4.47,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
"318ab622-569c-4a42-b6fc-cd76c9cc9b05","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T22:06Z","2017-07-19T22:06Z","2017-08-28","TOOL_042-M-22-9.5-20170719",,"TOOL_042-M-22-9.5-20170719-PH","NEON.DOC.014048vJ","M",5.65,4.34,10.0,20.0,2.0,10.0,20.0,2.0,,"Jormerod@battelleecology.org",
"c2a7991a-8be4-4417-8ffe-5a6f619a0700","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2017-07-19T22:24Z","2017-07-19T22:24Z","2017-08-28","TOOL_044-O-1.5-28.5-20170719",,"TOOL_044-O-1.5-28.5-20170719-PH","NEON.DOC.014048vJ","O",4.68,4.33,5.0,40.0,8.0,5.0,40.0,8.0,,"Jormerod@battelleecology.org",
