uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedBy,remarks,genomicsDataQF
"34b626f4-27f0-404a-931c-54ff31f7955a","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T17:42Z","2017-07-19T19:37Z",,"NEON.DOC.014048vF","TOOL_043-O-5-7-20170719|TOOL_043-O-32.5-27-20170719|TOOL_043-O-7.5-31-20170719","TOOL_043-O-20170719-COMP",,"OK","sfrost@battelleecology.org",,
"07d56cb5-8f05-4e8a-b436-788a76c2b629","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T17:50Z","2017-07-19T20:00Z",,"NEON.DOC.014048vF","TOOL_041-O-4.5-27-20170719|TOOL_041-O-13-5.5-20170719|TOOL_041-O-36.5-26-20170719","TOOL_041-O-20170719-COMP",,"OK","Kjorgenson@battelleecology.org",,
"1e678bd5-e96f-4c77-9b80-73476c09f3ba","D18","TOOL","TOOL_043","TOOL_043.basePlot.bgc","2017-07-19T18:30Z","2017-07-19T18:30Z",,"NEON.DOC.014048vF","TOOL_043-M-5-7-20170719","TOOL_043-M-20170719-COMP",,"OK","sfrost@battelleecology.org",,
"882cd9b5-0ce1-44ac-884c-2dc262e265b4","D18","TOOL","TOOL_041","TOOL_041.basePlot.bgc","2017-07-19T18:54Z","2017-07-19T18:54Z",,"NEON.DOC.014048vF","TOOL_041-M-4.5-27-20170719","TOOL_041-M-20170719-COMP",,"OK","Kjorgenson@battelleecology.org",,
"d4ef96a1-c26f-47d2-a7e5-cda5e8d4ca0e","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T20:51Z","2017-07-20T00:49Z",,"NEON.DOC.014048vF","TOOL_042-O-20-33-20170719|TOOL_042-O-9.5-15-20170719|TOOL_042-O-22-9.5-20170719","TOOL_042-O-20170719-COMP",,"OK","Rtroske@battelleecology.org",,
"f3b30bff-a3bc-4e2b-9c55-efb8685e07a8","D18","TOOL","TOOL_042","TOOL_042.basePlot.bgc","2017-07-19T21:09Z","2017-07-20T01:13Z",,"NEON.DOC.014048vF","TOOL_042-M-20-33-20170719|TOOL_042-M-22-9.5-20170719|TOOL_042-M-9.5-15-20170719","TOOL_042-M-20170719-COMP",,"OK","Rtroske@battelleecology.org",,
"e50c8700-2314-4173-8484-3470fb3f5718","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2017-07-19T22:24Z","2017-07-20T02:14Z",,"NEON.DOC.014048vF","TOOL_044-O-1.5-28.5-20170719|TOOL_044-O-35-14.5-20170719|TOOL_044-O-35-32-20170719","TOOL_044-O-20170719-COMP",,"OK","Kjorgenson@battelleecology.org",,
"016fd422-cad1-4709-8764-eea691e25e02","D18","TOOL","TOOL_044","TOOL_044.basePlot.bgc","2017-07-20T00:07Z","2017-07-20T02:33Z",,"NEON.DOC.014048vF","TOOL_044-M-1.5-28.5-20170719|TOOL_044-M-35-14.5-20170719|TOOL_044-M-35-32-20170719","TOOL_044-M-20170719-COMP",,"OK","Kjorgenson@battelleecology.org",,
"3ab1a1f8-54a8-4292-8b1c-f5cecb0af5b6","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2017-07-21T18:10Z","2017-07-21T20:05Z",,"NEON.DOC.014048vJ","TOOL_005-O-4.5-20.5-20170721|TOOL_005-O-31.5-6-20170721|TOOL_005-O-16.5-0-20170721","TOOL_005-O-20170721-COMP",,"OK","kjorgenson@battelleecology.org",,
"b4942d8f-a0b2-4002-b92e-73420d787d1f","D18","TOOL","TOOL_005","TOOL_005.basePlot.bgc","2017-07-21T18:21Z","2017-07-21T20:06Z",,"NEON.DOC.014048vJ","TOOL_005-M-16.5-0-20170721|TOOL_005-M-31.5-6-20170721|TOOL_005-M-4.5-20.5-20170721","TOOL_005-M-20170721-COMP",,"OK","Rtroske@battelleecology.org",,
"da727678-f98f-44fd-acd3-40d8e5acc2d5","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2017-07-21T19:14Z","2017-07-21T21:05Z",,"NEON.DOC.004130vA","TOOL_006-O-11.5-5.5-20170721|TOOL_006-O-39-35-20170721|TOOL_006-O-34-17.5-20170721","TOOL_006-O-20170721-COMP",,"OK","Rtroske@battelleecology.org",,
"cb850fab-9f1b-452a-b7f3-937dcc3b75ac","D18","TOOL","TOOL_006","TOOL_006.basePlot.bgc","2017-07-21T19:28Z","2017-07-21T20:18Z",,"NEON.DOC.004130vA","TOOL_006-M-39-35-20170721|TOOL_006-M-34-17.5-20170721","TOOL_006-M-20170721-COMP",,"OK","Rtroske@battelleecology.org",,
"62f083d4-431b-4db3-b13a-080538d6417b","D18","TOOL","TOOL_002","TOOL_002.basePlot.bgc","2017-07-21T23:02Z","2017-07-22T01:24Z",,"NEON.DOC.004130vA","TOOL_002-O-28-1.5-20170721|TOOL_002-O-3-6-20170721|TOOL_002-O-9.5-21.5-20170721","TOOL_002-O-20170721-COMP",,"OK","Rtroske@battelleecology.org",,
"bc9289c5-0819-4cef-a871-b165f64ee7ef","D18","TOOL","TOOL_001","TOOL_001.basePlot.bgc","2017-07-21T23:05Z","2017-07-22T00:38Z",,"NEON.DOC.014048vJ","TOOL_001-O-24.5-0-20170721|TOOL_001-O-7-18-20170721|TOOL_001-O-6-21.5-20170721","TOOL_001-O-20170721-COMP",,"OK","Rtroske@battelleecology.org",,
